  100    408.    
  110    321.    
  120    249.    
  130    200.    
  140    160.    
  150    131.    
  160    108.    
  170    89.7    
  180    74.9    
  190    62.9    
  200    53.3    
  210    45.4    
  220    38.6    
  230    33.2    
  240    28.8    
  250    25.0    
  260    21.7    
  270    19.0    
  280    16.6    
  290    14.7    
  300    12.9    
  310    11.4    
  320    10.2    
  330    8.98    
  340    8.06    
  350    7.19    
  360    6.46    
  370    5.79    
  380    5.20    
  390    4.70    
  400    4.24    
  410    3.83    
  420    3.48    
  430    3.16    
  440    2.88    
  450    2.61    
  460    2.39    
  470    2.18    
  480    1.99    
  490    1.83    
  500    1.67    

