        1     0.208914682E+05     0.000000000E+00     0.163220610E+02
        2     0.544174907E+05     0.000000000E+00     0.000000000E+00
        3     0.215561391E+03     0.000000000E+00     0.000000000E+00
        4     0.000000000E+00     0.000000000E+00     0.000000000E+00
        5     0.000000000E+00     0.000000000E+00     0.000000000E+00
        6     0.644789417E+05     0.000000000E+00     0.000000000E+00
        7     0.428573194E+00     0.201492169E-01     0.000000000E+00
        8     0.744118252E-01     0.000000000E+00     0.000000000E+00
        9     0.599866259E+05     0.847174581E+05     0.000000000E+00
       10     0.000000000E+00     0.000000000E+00     0.000000000E+00
       11     0.369551149E+02     0.476973444E+05     0.237720071E+05
       12     0.914036821E+02     0.229733729E+03     0.529398483E+03
       13     0.000000000E+00     0.102140148E+04     0.175881119E+04
       14     0.000000000E+00     0.785014692E+04     0.000000000E+00
       15     0.382939677E+00     0.653022593E+03     0.690563310E+05
       16     0.688939428E+03     0.000000000E+00     0.000000000E+00
       17     0.000000000E+00     0.161363306E+02     0.000000000E+00
       18     0.000000000E+00     0.000000000E+00     0.000000000E+00
       19     0.138462314E+04     0.000000000E+00     0.209807980E+05
       20     0.000000000E+00     0.859417330E+04     0.000000000E+00
       21     0.663305101E+03     0.237768823E+02     0.000000000E+00
       22     0.504354433E+05     0.125186114E+02     0.000000000E+00
       23     0.000000000E+00     0.232691424E+02     0.000000000E+00
       24     0.687648499E+02     0.105917020E+02     0.000000000E+00
       25     0.000000000E+00     0.393051562E+04     0.000000000E+00
       26     0.000000000E+00     0.383381844E+03     0.000000000E+00
       27     0.000000000E+00     0.507691346E+05     0.000000000E+00
       28     0.000000000E+00     0.000000000E+00     0.339977057E+04
       29     0.250520257E+03     0.000000000E+00     0.000000000E+00
       30     0.537822278E+04     0.000000000E+00     0.908589917E+02
       31     0.000000000E+00     0.000000000E+00     0.000000000E+00
       32     0.197267885E+05     0.000000000E+00     0.000000000E+00
       33     0.719188874E+05     0.383120674E+02     0.000000000E+00
       34     0.000000000E+00     0.000000000E+00     0.000000000E+00
       35     0.000000000E+00     0.000000000E+00     0.000000000E+00
       36     0.209222637E+03     0.000000000E+00     0.498745143E+02
       37     0.639054972E+05     0.857582867E+04     0.272902843E+04
       38     0.937526242E+05     0.000000000E+00     0.882069769E+04
       39     0.232647514E+05     0.000000000E+00     0.183116072E+05
       40     0.619487747E-02     0.000000000E+00     0.751987304E+04
       41     0.219025061E+04     0.000000000E+00     0.938826438E+02
       42     0.000000000E+00     0.176789776E+03     0.000000000E+00
       43     0.000000000E+00     0.000000000E+00     0.000000000E+00
       44     0.000000000E+00     0.000000000E+00     0.809439741E+00
       45     0.175051640E+05     0.000000000E+00     0.483500203E+01
       46     0.829311628E+05     0.627107185E+04     0.917498297E+01
       47     0.000000000E+00     0.555148371E+00     0.000000000E+00
       48     0.000000000E+00     0.122856286E+05     0.209848401E+05
       49     0.105600793E+03     0.158863154E+04     0.309863035E+03
       50     0.000000000E+00     0.646902940E+03     0.000000000E+00
