        1     0.000000000E+00     0.282101489E+05
        2     0.000000000E+00     0.000000000E+00
        3     0.359557888E+05     0.145092126E+04
        4     0.532541264E+05     0.304001957E+03
        5     0.887550935E+03     0.000000000E+00
        6     0.173452113E+04     0.000000000E+00
        7     0.709307002E+03     0.815361325E+04
        8     0.000000000E+00     0.972731417E+04
        9     0.000000000E+00     0.697094585E+03
       10     0.000000000E+00     0.000000000E+00
       11     0.000000000E+00     0.252299758E+04
       12     0.000000000E+00     0.000000000E+00
       13     0.000000000E+00     0.211356856E+05
       14     0.180599155E+02     0.000000000E+00
       15     0.000000000E+00     0.000000000E+00
       16     0.623414883E+02     0.678869879E+05
       17     0.000000000E+00     0.000000000E+00
       18     0.409718433E+05     0.780262585E+05
       19     0.000000000E+00     0.000000000E+00
       20     0.738200728E+05     0.000000000E+00
       21     0.000000000E+00     0.224767415E-01
       22     0.000000000E+00     0.000000000E+00
       23     0.000000000E+00     0.000000000E+00
       24     0.000000000E+00     0.155423357E+04
       25     0.739167875E+05     0.000000000E+00
       26     0.000000000E+00     0.188297789E+03
       27     0.799685548E+04     0.428826810E+02
       28     0.000000000E+00     0.000000000E+00
       29     0.000000000E+00     0.114940865E+05
       30     0.700207503E+03     0.000000000E+00
       31     0.965376536E+02     0.000000000E+00
       32     0.651382094E+04     0.000000000E+00
       33     0.000000000E+00     0.183003364E+04
       34     0.000000000E+00     0.191747908E+05
       35     0.270207795E+05     0.303740431E+05
       36     0.000000000E+00     0.916384550E+05
       37     0.000000000E+00     0.000000000E+00
       38     0.163240465E+03     0.000000000E+00
       39     0.465799988E+01     0.000000000E+00
       40     0.000000000E+00     0.000000000E+00
       41     0.347632331E+04     0.000000000E+00
       42     0.000000000E+00     0.140954130E+05
       43     0.000000000E+00     0.000000000E+00
       44     0.000000000E+00     0.191124739E-01
       45     0.000000000E+00     0.000000000E+00
       46     0.166029756E+04     0.000000000E+00
       47     0.261124970E+05     0.389262325E+04
       48     0.000000000E+00     0.000000000E+00
       49     0.000000000E+00     0.000000000E+00
       50     0.648405376E+03     0.379123836E+05
