        1     0.000000000E+00     0.546748534E+04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.548577911E+01     0.000000000E+00     0.632248144E+04     0.280116899E+05
        2     0.161273841E+05     0.280406885E+00     0.537052863E+04     0.000000000E+00     0.000000000E+00     0.515011857E+04     0.000000000E+00     0.000000000E+00     0.621060812E+01     0.000000000E+00
        3     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.567281377E-01     0.000000000E+00     0.285577735E+03     0.000000000E+00     0.000000000E+00     0.605858368E+05     0.566141029E+05
        4     0.355953962E+04     0.756639958E+05     0.329013203E+04     0.228854104E+04     0.000000000E+00     0.000000000E+00     0.111794440E+02     0.000000000E+00     0.181537911E+03     0.000000000E+00
        5     0.000000000E+00     0.419353150E+04     0.000000000E+00     0.685884010E+04     0.798884392E+05     0.342535957E+05     0.132216931E+05     0.000000000E+00     0.657315483E+03     0.000000000E+00
        6     0.576366596E+05     0.000000000E+00     0.324665365E+03     0.249911787E+04     0.202742520E+05     0.333906341E+04     0.000000000E+00     0.100795539E+05     0.829441748E+03     0.170546677E+05
        7     0.000000000E+00     0.238946924E+04     0.573704408E+05     0.265374746E+00     0.000000000E+00     0.766092076E+03     0.000000000E+00     0.357154856E+02     0.000000000E+00     0.959234196E+05
        8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.248987270E+04     0.000000000E+00     0.184419047E+05     0.000000000E+00     0.163307928E+05     0.162124450E+04     0.000000000E+00
        9     0.000000000E+00     0.000000000E+00     0.259691808E+02     0.200513197E+04     0.000000000E+00     0.160323438E+02     0.739256038E+04     0.105840218E+04     0.000000000E+00     0.000000000E+00
       10     0.557692746E+04     0.940815315E+04     0.529248142E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.388540493E+05     0.000000000E+00     0.000000000E+00     0.334116350E+04
       11     0.000000000E+00     0.433974631E+05     0.000000000E+00     0.864983057E+05     0.000000000E+00     0.981315109E+05     0.190906765E+04     0.747742164E+05     0.420067507E+03     0.285316016E+05
       12     0.260447589E-03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.264281020E+05     0.249589024E+05     0.000000000E+00     0.516169506E+05     0.159146674E+05
       13     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.313757442E+04     0.582905696E+02     0.152268973E+05     0.594986979E+04     0.116704760E+02     0.654700905E+05     0.105555827E+02
       14     0.000000000E+00     0.884938437E+04     0.000000000E+00     0.772440719E+02     0.000000000E+00     0.539736553E+04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.791542727E+05
       15     0.987427228E+05     0.248781379E+01     0.186965650E+05     0.000000000E+00     0.308646547E+02     0.373214262E+03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       16     0.596321522E+05     0.000000000E+00     0.000000000E+00     0.208112197E+05     0.219758132E+04     0.776892996E+02     0.235668122E+02     0.744201161E+05     0.000000000E+00     0.501622021E+03
       17     0.506079623E+04     0.561057808E+03     0.389529492E+01     0.000000000E+00     0.000000000E+00     0.590428887E+02     0.000000000E+00     0.230405209E+03     0.000000000E+00     0.000000000E+00
