        1     0.120425627E+03     0.724027991E+02     0.645093620E+07     0.248737574E+07
        2     0.248788662E+03     0.154984689E+02     0.950188220E+07     0.565649629E+07
        3     0.299254661E+03     0.166980321E+03     0.801088154E+07     0.439080834E+07
        4     0.799725294E+02     0.961432457E+00     0.380725324E+07     0.306141853E+07
        5     0.206718321E+03     0.140853245E+03     0.721668005E+07     0.914022803E+07
        6     0.872182703E+02     0.357848654E+03     0.789178193E+07     0.162646711E+07
        7     0.130948255E+03     0.262273157E+03     0.997974217E+07     0.578496814E+07
        8     0.240620241E+03     0.125963509E+03     0.850250304E+07     0.426660717E+07
        9     0.438658977E+02     0.100693624E+03     0.303241611E+06     0.172348559E+07
       10     0.722335196E+02     0.911958146E+02     0.799564123E+07     0.240643144E+07
       11     0.187677705E+03     0.242039237E+03     0.241549790E+07     0.241735876E+07
       12     0.591215086E+02     0.172720485E+03     0.301968098E+07     0.319143713E+07
       13     0.891206431E+02     0.228992736E+03     0.816902995E+07     0.192483008E+07
       14     0.819566345E+02     0.258035932E+03     0.333350956E+07     0.832841635E+07
       15     0.304565370E+03     0.234795492E+03     0.608287036E+07     0.908649206E+07
       16     0.317081351E+03     0.246914999E+03     0.687181115E+07     0.570532024E+07
       17     0.139770341E+03     0.671109939E+02     0.932249725E+07     0.247690320E+07
       18     0.297563581E+03     0.943564010E+02     0.316574991E+07     0.864226520E+07
       19     0.346345518E+03     0.270349352E+03     0.359634280E+07     0.279645503E+07
       20     0.337677047E+03     0.218036964E+03     0.403283119E+07     0.206480086E+07
       21     0.275081348E+03     0.100501471E+03     0.664143562E+07     0.384779990E+07
       22     0.283869123E+02     0.288285284E+03     0.134717226E+07     0.340204477E+07
       23     0.312610388E+02     0.106783805E+03     0.509491622E+07     0.290596485E+07
       24     0.907002711E+02     0.826076388E+02     0.134240687E+07     0.962238908E+07
       25     0.154694645E+03     0.677440810E+02     0.744459629E+06     0.762824118E+07
       26     0.197856946E+03     0.236806183E+03     0.225229383E+07     0.223709464E+07
       27     0.209687784E+03     0.133334155E+03     0.568851709E+07     0.656432927E+07
       28     0.141689751E+03     0.658060455E+02     0.903889060E+07     0.152578235E+07
       29     0.217621608E+03     0.142277241E+03     0.464919925E+07     0.589257360E+07
       30     0.305919435E+03     0.273678639E+03     0.588031113E+07     0.831198812E+07
       31     0.144957647E+03     0.984390879E+02     0.273465097E+07     0.300175786E+07
       32     0.301078091E+03     0.283100317E+03     0.865399122E+07     0.274786830E+07
       33     0.933981657E+02     0.573368526E+02     0.314131260E+07     0.368884385E+07
       34     0.120632951E+03     0.282891169E+03     0.384555101E+07     0.661235094E+07
       35     0.235410361E+03     0.258780277E+03     0.461240530E+07     0.278038800E+07
       36     0.219402423E+03     0.879995871E+02     0.368576765E+07     0.848406076E+07
       37     0.352621007E+03     0.354418709E+03     0.781589508E+07     0.936020732E+07
       38     0.877920914E+02     0.585034633E+02     0.622128606E+07     0.344776213E+07
       39     0.291401989E+03     0.138811913E+03     0.668815911E+07     0.566437721E+07
       40     0.155722489E+03     0.139622133E+03     0.318576574E+07     0.632033944E+07
       41     0.266984038E+03     0.934509087E+02     0.380250990E+07     0.863999367E+07
       42     0.815146923E+02     0.511571074E+02     0.696995616E+07     0.124384165E+06
       43     0.239337888E+03     0.225729647E+03     0.328815281E+07     0.882483780E+07
       44     0.217862535E+02     0.229264734E+03     0.569098413E+07     0.330312073E+07
       45     0.211516063E+03     0.206963818E+03     0.942903876E+07     0.952654123E+07
       46     0.268534184E+01     0.263424854E+03     0.839886844E+07     0.736336648E+07
       47     0.116812177E+03     0.177504301E+02     0.579716802E+07     0.961192191E+07
       48     0.249948535E+03     0.423842669E+01     0.198651731E+07     0.252723634E+07
       49     0.111123040E+03     0.560846043E+02     0.617074966E+06     0.841956973E+07
       50     0.268483522E+03     0.423318028E+02     0.514888465E+07     0.974605620E+07
