        1     0.111675505E+03     0.000000000E+00     0.905760151E+04     0.893637741E+05     0.952139779E+05     0.914032051E+03     0.124332176E+05     0.906671234E+04     0.837569224E+02     0.123276642E+05     0.000000000E+00     0.000000000E+00
        2     0.000000000E+00     0.269709001E+03     0.000000000E+00     0.308578433E+05     0.394055951E+05     0.000000000E+00     0.372219710E+03     0.000000000E+00     0.000000000E+00     0.205828562E+05     0.548007639E+04     0.138519722E+04
        3     0.490593193E+01     0.000000000E+00     0.840426814E+05     0.000000000E+00     0.000000000E+00     0.142996954E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.100591402E+03     0.000000000E+00     0.000000000E+00
        4     0.638084279E+05     0.000000000E+00     0.000000000E+00     0.133176639E+02     0.200221630E-02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.404767006E+05     0.000000000E+00
        5     0.000000000E+00     0.799493106E+03     0.521326303E+04     0.606998958E+04     0.128955544E+04     0.236744896E+02     0.272722824E+05     0.417508598E+05     0.235651401E+03     0.527642190E+05     0.000000000E+00     0.000000000E+00
        6     0.365324032E-04     0.000000000E+00     0.000000000E+00     0.595494852E+05     0.000000000E+00     0.121571441E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.671365029E+01
        7     0.000000000E+00     0.438934878E+03     0.000000000E+00     0.000000000E+00     0.226007851E+05     0.000000000E+00     0.000000000E+00     0.149471439E+04     0.844156611E+02     0.824743749E+03     0.929321867E+03     0.000000000E+00
        8     0.000000000E+00     0.000000000E+00     0.116966708E+02     0.610341684E+04     0.444678228E+05     0.107024577E+05     0.119922346E+04     0.886796381E+05     0.450961020E+05     0.458608148E+05     0.540387218E+05     0.382788318E-01
        9     0.265456051E+03     0.000000000E+00     0.000000000E+00     0.296624100E+03     0.478976878E+04     0.153254877E+02     0.000000000E+00     0.268283091E+05     0.000000000E+00     0.151075838E+03     0.132075815E+03     0.000000000E+00
       10     0.211308812E+05     0.452792011E+05     0.814683169E+04     0.000000000E+00     0.337880899E+05     0.515320591E+05     0.000000000E+00     0.100779166E+04     0.468452360E+04     0.000000000E+00     0.321897495E+03     0.110791256E+05
       11     0.000000000E+00     0.367789590E+04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.263262268E+02     0.000000000E+00     0.000000000E+00     0.318643701E+02     0.000000000E+00     0.416994231E+05     0.000000000E+00
       12     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.111213277E+05     0.493632010E+05     0.000000000E+00     0.000000000E+00     0.418224193E+05     0.000000000E+00     0.000000000E+00     0.917671228E+04     0.000000000E+00
       13     0.255189161E+03     0.000000000E+00     0.118394459E+03     0.000000000E+00     0.577161590E+05     0.000000000E+00     0.896201892E+05     0.000000000E+00     0.000000000E+00     0.510974794E+04     0.197436312E+00     0.102641572E+03
       14     0.000000000E+00     0.236296303E+05     0.863100552E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.536960712E+00     0.000000000E+00     0.000000000E+00     0.196743065E+01     0.000000000E+00     0.000000000E+00
       15     0.000000000E+00     0.000000000E+00     0.733348538E+05     0.000000000E+00     0.000000000E+00     0.906058502E+05     0.000000000E+00     0.866347097E+03     0.902067743E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00
       16     0.375176706E+05     0.361084103E+02     0.397918854E+05     0.000000000E+00     0.223269569E+05     0.000000000E+00     0.143931131E+03     0.000000000E+00     0.279838992E+02     0.228248420E+05     0.926953296E-01     0.112851557E+04
       17     0.000000000E+00     0.257162119E+03     0.749167442E+05     0.000000000E+00     0.963503466E+05     0.273046667E+02     0.993181786E+04     0.000000000E+00     0.000000000E+00     0.842433094E+04     0.757057351E+04     0.547145521E+00
       18     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.148886145E+05     0.000000000E+00     0.401404612E+05     0.251672009E+02     0.624150066E+04     0.232560731E+04     0.745179177E+03
       19     0.582275141E+05     0.000000000E+00     0.000000000E+00     0.850334950E+05     0.152243651E+00     0.000000000E+00     0.345320655E+00     0.000000000E+00     0.270140891E+04     0.000000000E+00     0.000000000E+00     0.000000000E+00
       20     0.658100911E+03     0.000000000E+00     0.000000000E+00     0.836271021E+04     0.284291954E+04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.272396550E+01     0.207772709E+01     0.000000000E+00     0.000000000E+00
       21     0.000000000E+00     0.361436732E+00     0.197255766E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.690271775E+03     0.135222979E+04     0.131731246E+04     0.000000000E+00     0.180629028E+02
       22     0.149670936E+03     0.131245164E+05     0.107801800E+05     0.000000000E+00     0.816765013E+02     0.222849992E+03     0.000000000E+00     0.323447260E+04     0.364283400E+05     0.167064619E+03     0.000000000E+00     0.119602729E+01
       23     0.530653723E+04     0.135082566E+04     0.100535020E+01     0.000000000E+00     0.273530829E+04     0.000000000E+00     0.000000000E+00     0.356259215E+03     0.204515104E-02     0.000000000E+00     0.000000000E+00     0.289993939E+03
       24     0.244947591E+03     0.736652831E+05     0.934755519E+05     0.254599686E+04     0.000000000E+00     0.000000000E+00     0.556469915E+05     0.458279874E+04     0.000000000E+00     0.000000000E+00     0.936518068E-02     0.000000000E+00
       25     0.711727773E-01     0.000000000E+00     0.000000000E+00     0.496171792E+05     0.000000000E+00     0.294496987E+05     0.000000000E+00     0.576931233E+05     0.483967843E+03     0.000000000E+00     0.435250435E+04     0.000000000E+00
       26     0.771183679E+01     0.000000000E+00     0.116787681E+04     0.218535197E+04     0.000000000E+00     0.539917404E+04     0.000000000E+00     0.773762751E+04     0.391075668E+05     0.688270398E+02     0.000000000E+00     0.115322212E+05
       27     0.000000000E+00     0.479254237E+02     0.199257732E+03     0.000000000E+00     0.839520063E-03     0.000000000E+00     0.000000000E+00     0.143582190E+05     0.737463985E+04     0.793699711E+04     0.401822668E+04     0.000000000E+00
       28     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.359899213E+05     0.176040303E+05     0.599380690E+05     0.708604312E+03     0.000000000E+00     0.000000000E+00     0.264508439E+01     0.000000000E+00     0.131895790E+05
       29     0.000000000E+00     0.218144412E+04     0.849807631E+04     0.000000000E+00     0.205100894E+04     0.167750162E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.490265981E+05     0.000000000E+00     0.000000000E+00
       30     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.203834905E+05     0.990552509E+05     0.000000000E+00     0.454671140E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.182866070E+05
       31     0.561083340E+04     0.000000000E+00     0.216205630E+05     0.452891947E+05     0.221665126E+04     0.000000000E+00     0.000000000E+00     0.767621603E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       32     0.151691454E+02     0.000000000E+00     0.000000000E+00     0.853234087E+00     0.000000000E+00     0.000000000E+00     0.940334989E+04     0.000000000E+00     0.377606920E+05     0.000000000E+00     0.000000000E+00     0.177352763E+05
       33     0.000000000E+00     0.182207067E+05     0.000000000E+00     0.105667328E+05     0.000000000E+00     0.631689661E+05     0.000000000E+00     0.158682123E+02     0.000000000E+00     0.809696709E+05     0.000000000E+00     0.459866171E+05
       34     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.594504726E+05     0.000000000E+00     0.368902596E-03     0.000000000E+00     0.431127032E+05     0.476285826E+05     0.409293654E+03     0.000000000E+00
       35     0.151935037E+03     0.964180304E+05     0.196449924E+05     0.000000000E+00     0.000000000E+00     0.525055785E+05     0.183890711E+05     0.587753445E-01     0.000000000E+00     0.383787936E+05     0.000000000E+00     0.000000000E+00
       36     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.265886816E+05     0.329045821E+05     0.000000000E+00     0.212055991E+04     0.000000000E+00     0.109689925E+01     0.000000000E+00
       37     0.308928437E+05     0.000000000E+00     0.848070687E+05     0.227782084E+03     0.685747428E+04     0.000000000E+00     0.000000000E+00     0.103919071E+05     0.523298457E+00     0.000000000E+00     0.000000000E+00     0.242913403E+04
       38     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.971690663E+03     0.000000000E+00     0.974887556E+03     0.141760563E+04     0.000000000E+00     0.138782917E+04     0.000000000E+00     0.399538442E-05
       39     0.102923654E+01     0.599008957E+05     0.000000000E+00     0.376047704E-02     0.129758956E+03     0.000000000E+00     0.000000000E+00     0.133040058E+05     0.000000000E+00     0.111901293E+05     0.332407020E+03     0.633510278E-01
       40     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.965301656E+04     0.000000000E+00     0.000000000E+00     0.326315847E+05     0.551380727E+05     0.168031320E+01     0.625067643E+05     0.000000000E+00
       41     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.735765577E+03     0.929764426E+00     0.000000000E+00     0.303647388E+02     0.367210034E+04     0.643350915E+05     0.000000000E+00     0.116874272E+05     0.000000000E+00
       42     0.135975664E+01     0.000000000E+00     0.000000000E+00     0.108467799E+05     0.000000000E+00     0.000000000E+00     0.488027566E+01     0.542339152E+05     0.159151469E+05     0.000000000E+00     0.310790997E+03     0.187324240E+03
       43     0.000000000E+00     0.000000000E+00     0.116754889E-05     0.000000000E+00     0.000000000E+00     0.468867387E+05     0.400456684E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       44     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.106435750E+03     0.603675624E+04     0.164977626E+02     0.510236266E+04     0.728530687E+05     0.878158682E+04     0.000000000E+00     0.374885131E+01
       45     0.000000000E+00     0.627947111E+05     0.217335257E+03     0.165865407E+04     0.561050320E+04     0.546352950E+02     0.291062286E+05     0.603494465E+03     0.539331760E+04     0.000000000E+00     0.150610040E-01     0.186132237E+02
       46     0.000000000E+00     0.000000000E+00     0.832057184E+04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.306398985E+05     0.000000000E+00     0.981795355E+01     0.000000000E+00     0.000000000E+00     0.890518996E+03
       47     0.664291838E+05     0.524481875E+03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.151669471E+04     0.000000000E+00     0.000000000E+00     0.290541881E+03     0.691109116E+05
       48     0.000000000E+00     0.595037495E+05     0.000000000E+00     0.000000000E+00     0.928870691E+00     0.135382034E+03     0.000000000E+00     0.151651922E+04     0.000000000E+00     0.319377651E+05     0.000000000E+00     0.000000000E+00
       49     0.758861395E+05     0.817486617E+05     0.101949107E+05     0.000000000E+00     0.773664270E+04     0.000000000E+00     0.369422883E+03     0.000000000E+00     0.107628411E+05     0.709620994E+05     0.000000000E+00     0.142067814E+05
       50     0.000000000E+00     0.401004311E+04     0.168615862E+02     0.000000000E+00     0.779944715E+05     0.000000000E+00     0.816150735E+04     0.245773763E+05     0.000000000E+00     0.235026796E+05     0.161019781E+03     0.000000000E+00
