        1     0.000000000E+00
        2     0.137128192E+05
        3     0.148635828E+05
        4     0.000000000E+00
        5     0.215775549E+04
        6     0.141742899E+05
        7     0.134671945E+02
        8     0.173493530E-03
        9     0.159060341E-01
       10     0.000000000E+00
       11     0.000000000E+00
       12     0.000000000E+00
       13     0.840003123E+03
       14     0.201484155E+03
       15     0.586842890E+04
       16     0.192438936E+02
       17     0.616503318E+03
       18     0.000000000E+00
       19     0.000000000E+00
       20     0.652554501E+04
       21     0.000000000E+00
       22     0.374246273E+04
       23     0.561747840E+05
       24     0.000000000E+00
       25     0.000000000E+00
       26     0.000000000E+00
       27     0.000000000E+00
       28     0.000000000E+00
       29     0.000000000E+00
       30     0.000000000E+00
       31     0.000000000E+00
       32     0.159174281E+05
       33     0.240592156E+04
       34     0.000000000E+00
       35     0.236889596E+01
       36     0.000000000E+00
       37     0.695161310E+05
       38     0.000000000E+00
       39     0.000000000E+00
       40     0.000000000E+00
       41     0.000000000E+00
       42     0.000000000E+00
       43     0.000000000E+00
       44     0.526106120E+04
       45     0.000000000E+00
       46     0.000000000E+00
       47     0.186611841E+05
       48     0.000000000E+00
       49     0.747879161E+05
       50     0.736893653E+03
