        1     0.000000000E+00     0.592919105E-01     0.000000000E+00     0.657266578E-05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
        2     0.449610260E-01     0.000000000E+00     0.268420229E-04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.963853586E-03
        3     0.000000000E+00     0.921514258E-05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.470405809E-13     0.000000000E+00     0.251974976E-01     0.000000000E+00
        4     0.000000000E+00     0.922295435E-01     0.301464420E-04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.312993726E-02     0.000000000E+00     0.000000000E+00
        5     0.571408902E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
        6     0.176339764E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.761831663E-01
        7     0.150537546E-02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
        8     0.599985274E-01     0.245179468E-01     0.383506816E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
        9     0.688918869E-03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.267808048E-01     0.536624993E-02     0.000000000E+00     0.000000000E+00
       10     0.182162994E-04     0.000000000E+00     0.209927314E-05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       11     0.134586532E-02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.800915670E-04     0.000000000E+00     0.000000000E+00     0.000000000E+00
       12     0.164973744E-01     0.540758557E-03     0.659614989E-03     0.820853518E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       13     0.396909210E-01     0.762029825E-03     0.980036271E-12     0.000000000E+00     0.941692797E-06     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       14     0.000000000E+00     0.000000000E+00     0.898635258E-09     0.000000000E+00     0.000000000E+00     0.189204747E-04     0.000000000E+00     0.673126911E-04     0.000000000E+00
       15     0.269815181E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       16     0.155372525E-08     0.000000000E+00     0.303869147E-03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       17     0.111458440E-02     0.340174565E-02     0.106539130E-01     0.109457909E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.578813539E-02     0.695982284E-09
