 180.000  175.000   20.000  0.334540     0.446055     1.3333
 200.000  175.000   20.000  0.279388     0.364662     1.3052
 220.000  175.000   20.000  0.234142     0.304208     1.2992
 240.000  175.000   20.000  0.196940     0.255587     1.2978
 260.000  175.000   20.000  0.166264     0.215544     1.2964
 280.000  175.000   20.000  0.140885     0.182739     1.2971
 300.000  175.000   20.000  0.119809     0.155507     1.2980
 320.000  175.000   20.000  0.102243     0.132810     1.2990
 340.000  175.000   20.000  0.875505E-01 0.113820     1.3000
 360.000  175.000   20.000  0.752149E-01 0.978701E-01 1.3012
 380.000  175.000   20.000  0.648054E-01 0.844241E-01 1.3027
 400.000  175.000   20.000  0.560068E-01 0.730477E-01 1.3043
 420.000  175.000   20.000  0.485445E-01 0.633885E-01 1.3058
 440.000  175.000   20.000  0.421948E-01 0.551605E-01 1.3073
 460.000  175.000   20.000  0.367741E-01 0.481289E-01 1.3088
 480.000  175.000   20.000  0.321325E-01 0.421010E-01 1.3102
 500.000  175.000   20.000  0.281456E-01 0.369180E-01 1.3117
 520.000  175.000   20.000  0.247114E-01 0.324489E-01 1.3131
 540.000  175.000   20.000  0.217453E-01 0.285848E-01 1.3145
 560.000  175.000   20.000  0.191768E-01 0.252351E-01 1.3159
 580.000  175.000   20.000  0.169468E-01 0.223237E-01 1.3173
 600.000  175.000   20.000  0.150059E-01 0.197871E-01 1.3186
 180.000  175.000   25.000  0.515393     0.685376     1.3298
 200.000  175.000   25.000  0.430426     0.560313     1.3018
 220.000  175.000   25.000  0.360720     0.467424     1.2958
 240.000  175.000   25.000  0.303406     0.392717     1.2944
 260.000  175.000   25.000  0.256148     0.331189     1.2930
 280.000  175.000   25.000  0.217047     0.280783     1.2937
 300.000  175.000   25.000  0.184578     0.238941     1.2945
 320.000  175.000   25.000  0.157516     0.204066     1.2955
 340.000  175.000   25.000  0.134881     0.174887     1.2966
 360.000  175.000   25.000  0.115876     0.150380     1.2978
 380.000  175.000   25.000  0.998394E-01 0.129720     1.2993
 400.000  175.000   25.000  0.862843E-01 0.112240     1.3008
 420.000  175.000   25.000  0.747879E-01 0.973981E-01 1.3023
 440.000  175.000   25.000  0.650054E-01 0.847557E-01 1.3038
 460.000  175.000   25.000  0.566543E-01 0.739513E-01 1.3053
 480.000  175.000   25.000  0.495034E-01 0.646893E-01 1.3068
 500.000  175.000   25.000  0.433613E-01 0.567256E-01 1.3082
