        1     0.000000000E+00     0.905464327E-02     0.249345541E-03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.155055184E-01     0.989639512E-01     0.000000000E+00     0.705951806E-01     0.231523592E-01     0.000000000E+00     0.000000000E+00     0.706021960E-06     0.000000000E+00     0.000000000E+00     0.240104741E-01     0.472982524E-02     0.000000000E+00     0.175616701E-01     0.000000000E+00     0.000000000E+00     0.543855020E-02     0.432904776E-01     0.271023037E-03     0.000000000E+00     0.414160271E-02     0.240754990E-01
        2     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.295489215E-02     0.000000000E+00     0.327513798E-01     0.107077581E-03     0.000000000E+00     0.123612074E-02     0.177123549E-03     0.000000000E+00     0.943206560E-01     0.230744791E-01     0.506451580E-01     0.000000000E+00     0.342172834E-05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.361989355E-01     0.614858768E-01     0.933357245E-01     0.000000000E+00     0.500199129E-01     0.509845560E-03
        3     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.117371141E-01     0.225362982E-01     0.000000000E+00     0.844290267E-02     0.000000000E+00     0.751440078E-01     0.000000000E+00     0.186019561E-02     0.000000000E+00     0.000000000E+00     0.403387150E-01     0.000000000E+00     0.000000000E+00     0.264551130E-01     0.000000000E+00     0.000000000E+00     0.108597400E-02     0.453465659E-01     0.180075865E-01     0.443703240E-05     0.000000000E+00     0.213531041E-04     0.000000000E+00     0.000000000E+00     0.306714760E-03     0.000000000E+00     0.000000000E+00
        4     0.000000000E+00     0.000000000E+00     0.220989739E-01     0.000000000E+00     0.000000000E+00     0.621324822E-02     0.000000000E+00     0.000000000E+00     0.192110593E-04     0.000000000E+00     0.000000000E+00     0.313297634E-03     0.000000000E+00     0.524431267E-04     0.323925443E-02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.333204275E-08     0.963945924E-04     0.000000000E+00     0.000000000E+00     0.393239014E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.150750188E-01     0.000000000E+00     0.257348456E-04     0.317424289E-02
        5     0.246673300E-02     0.000000000E+00     0.217712624E-05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.123123228E-08     0.117756740E-03     0.150683186E-02     0.000000000E+00     0.000000000E+00     0.215743720E-03     0.332409191E-03     0.840762957E-01     0.715699500E-01     0.182334958E-01     0.000000000E+00     0.276595623E-06     0.348606632E-02     0.159965820E-20     0.241831037E-03     0.731388482E-04     0.775093798E-01     0.948971534E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
        6     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.763434021E-05     0.000000000E+00     0.302179874E-01     0.142253801E-04     0.000000000E+00     0.000000000E+00     0.186353986E-01     0.000000000E+00     0.147065307E-05     0.625051665E-03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.974463261E-01     0.000000000E+00     0.767038773E-02     0.000000000E+00     0.231490664E-05     0.000000000E+00     0.000000000E+00     0.235612274E-02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
        7     0.394778314E-01     0.288458681E-01     0.170663233E-02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.208321085E-03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.765055135E-05     0.000000000E+00     0.159136992E-04     0.000000000E+00     0.000000000E+00     0.457845932E-03     0.000000000E+00     0.156138375E-05     0.113052806E-08     0.000000000E+00     0.301580067E-02
        8     0.000000000E+00     0.000000000E+00     0.101638557E-05     0.788206489E-02     0.682998135E-04     0.566907565E-03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.451860346E-02     0.298418647E-01     0.000000000E+00     0.203678312E-01     0.716321058E-05     0.000000000E+00     0.000000000E+00     0.331583626E-11     0.000000000E+00     0.000000000E+00     0.434465443E-03     0.436064652E-02     0.145467556E-05     0.229386498E-01     0.000000000E+00     0.000000000E+00     0.463872462E-01     0.000000000E+00     0.104122797E-02     0.441381770E-03
        9     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.217183846E-03     0.000000000E+00     0.000000000E+00     0.494913135E-02     0.000000000E+00     0.772738545E-03     0.000000000E+00     0.000000000E+00     0.106139298E-04     0.247345729E-01     0.000000000E+00     0.000000000E+00     0.586105270E-01     0.902254375E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.286352987E-01     0.000000000E+00     0.324638977E-02     0.000000000E+00     0.133621476E-01     0.602947349E-02     0.000000000E+00     0.000000000E+00
       10     0.000000000E+00     0.000000000E+00     0.678580920E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.288583378E-01     0.000000000E+00     0.905520130E-03     0.523325142E-02     0.000000000E+00     0.649265204E-05     0.000000000E+00     0.742995144E-01     0.254169940E-02     0.000000000E+00     0.801178521E-01     0.190706737E-01     0.646487700E-02     0.000000000E+00     0.286218653E-02     0.280424245E-02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.907451768E-05     0.000000000E+00
       11     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.511964329E-07     0.400035888E-02     0.000000000E+00     0.000000000E+00     0.439090883E-01     0.000000000E+00     0.116591984E-05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.436661981E-01     0.232388308E-03     0.000000000E+00     0.105834942E-04     0.636761787E-05     0.000000000E+00     0.107081789E-04     0.523941550E-04     0.713798909E-08     0.000000000E+00     0.000000000E+00     0.218157586E-06     0.116883208E-01     0.000000000E+00     0.331671130E-01     0.000000000E+00
       12     0.000000000E+00     0.706286382E-01     0.652206233E-01     0.000000000E+00     0.142394264E-01     0.000000000E+00     0.000000000E+00     0.900826877E-01     0.000000000E+00     0.143359762E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.276946428E-07     0.475429144E-02     0.611169525E-03     0.314864119E-01     0.000000000E+00     0.125287751E-05     0.213836622E-02     0.530895743E-03     0.457257822E-04     0.000000000E+00     0.328129764E-08     0.877039645E-04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.493018834E-06
       13     0.000000000E+00     0.342959918E-03     0.000000000E+00     0.149936132E-02     0.000000000E+00     0.000000000E+00     0.919604824E-01     0.976645783E-02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.717014359E-03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.706550674E-04     0.919785154E-01     0.634154124E-03     0.986057782E-02     0.275230183E-02     0.000000000E+00     0.997048363E-05     0.000000000E+00     0.000000000E+00     0.129470300E-03     0.592434904E-01     0.000000000E+00     0.572702355E-01     0.514002414E-01
       14     0.346585133E-02     0.527333649E-01     0.000000000E+00     0.420482095E-03     0.268617869E-02     0.184397337E-03     0.000000000E+00     0.000000000E+00     0.261613037E-01     0.143560759E-02     0.340653815E-06     0.000000000E+00     0.165632802E-03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.486833552E-08     0.114663890E-08     0.000000000E+00     0.135023818E-01     0.000000000E+00     0.950172475E-01     0.000000000E+00     0.000000000E+00     0.717116480E-03     0.420343196E-01     0.118945479E-02     0.000000000E+00
       15     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.124311292E-04     0.971860406E-08     0.000000000E+00     0.000000000E+00     0.345505338E-07     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.182114878E-01     0.499263577E-06     0.000000000E+00     0.361972589E-04     0.000000000E+00     0.134678472E-01     0.953461252E-01     0.821821114E-05     0.000000000E+00     0.209822694E-07     0.820743586E-06     0.512379302E-01     0.339912781E-06     0.000000000E+00     0.587460702E-06     0.133507592E-02     0.211752395E-02     0.502099514E-01     0.120930369E-02
       16     0.100066045E-02     0.000000000E+00     0.000000000E+00     0.537733449E-04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.858563199E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.247483690E-03     0.539255384E-02     0.000000000E+00     0.248208872E-03     0.000000000E+00     0.000000000E+00     0.215334827E-01     0.206332173E-03     0.115039818E-02     0.000000000E+00     0.480137103E-03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.543320982E-01     0.000000000E+00
       17     0.000000000E+00     0.000000000E+00     0.174510726E-02     0.440705265E-01     0.267224289E-05     0.000000000E+00     0.000000000E+00     0.831679490E-06     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.408051246E-04     0.212080578E-02     0.000000000E+00     0.391433884E-02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.928559732E-01     0.169513961E-05     0.335850278E-01     0.000000000E+00     0.000000000E+00     0.657746677E-02     0.481375827E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00
