        1     0.000000000E+00     0.592459619E+00
        2     0.000000000E+00     0.000000000E+00
        3     0.000000000E+00     0.000000000E+00
        4     0.000000000E+00     0.294415951E-01
        5     0.000000000E+00     0.000000000E+00
        6     0.333512723E+00     0.802316666E+00
        7     0.000000000E+00     0.670976639E+00
        8     0.678460598E-01     0.000000000E+00
        9     0.419713497E+00     0.000000000E+00
       10     0.258085907E+00     0.322748482E+00
       11     0.000000000E+00     0.528912663E+00
       12     0.000000000E+00     0.000000000E+00
       13     0.579860806E+00     0.210764527E+00
       14     0.490045428E+00     0.671122909E+00
       15     0.257430255E+00     0.241756082E+00
       16     0.256372511E+00     0.134367287E+00
       17     0.412980616E+00     0.000000000E+00
       18     0.981251478E+00     0.000000000E+00
       19     0.339361131E+00     0.000000000E+00
       20     0.000000000E+00     0.000000000E+00
       21     0.996860981E+00     0.345882893E+00
       22     0.000000000E+00     0.508410752E+00
       23     0.942210317E+00     0.000000000E+00
       24     0.495709956E+00     0.293892205E+00
       25     0.570380688E-02     0.000000000E+00
       26     0.000000000E+00     0.183563411E+00
       27     0.000000000E+00     0.000000000E+00
       28     0.000000000E+00     0.389621139E+00
       29     0.000000000E+00     0.000000000E+00
       30     0.326534569E+00     0.000000000E+00
       31     0.665684581E+00     0.198533416E+00
       32     0.443800569E+00     0.000000000E+00
       33     0.000000000E+00     0.785404444E-01
       34     0.324845970E+00     0.000000000E+00
       35     0.000000000E+00     0.938391626E+00
       36     0.897354960E+00     0.000000000E+00
       37     0.528866053E-02     0.356043458E+00
       38     0.000000000E+00     0.188661277E+00
       39     0.111998916E+00     0.374511480E+00
       40     0.000000000E+00     0.000000000E+00
       41     0.000000000E+00     0.000000000E+00
       42     0.000000000E+00     0.000000000E+00
       43     0.000000000E+00     0.162865937E+00
       44     0.000000000E+00     0.128263414E+00
       45     0.000000000E+00     0.444293857E+00
       46     0.000000000E+00     0.815095961E+00
       47     0.000000000E+00     0.000000000E+00
       48     0.000000000E+00     0.145377517E+00
       49     0.000000000E+00     0.183243334E+00
       50     0.673904836E+00     0.000000000E+00
