        1     0.492058620E+01     0.196116521E+01     0.000000000E+00     0.380087834E+04     0.101122901E+05     0.000000000E+00     0.258827954E+03     0.000000000E+00     0.146225554E+05     0.129990762E+05     0.000000000E+00     0.000000000E+00     0.122456551E+03     0.000000000E+00     0.331038732E+04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.232358494E+03     0.747378534E+03     0.621575985E+04     0.000000000E+00     0.000000000E+00     0.192877224E+03     0.000000000E+00     0.922634359E+04     0.000000000E+00     0.204711295E+05     0.788473946E+05     0.000000000E+00     0.282507721E+03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.519598175E+04     0.000000000E+00     0.258887221E-01     0.000000000E+00     0.725310212E+05     0.000000000E+00     0.000000000E+00     0.574337045E+02     0.000000000E+00     0.000000000E+00     0.437955059E+05     0.000000000E+00     0.110709715E+04     0.523948095E+04     0.000000000E+00     0.745050237E+05     0.000000000E+00     0.000000000E+00     0.350401172E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
        2     0.282141557E+05     0.226982684E-01     0.000000000E+00     0.000000000E+00     0.300171913E-03     0.000000000E+00     0.000000000E+00     0.904828652E+05     0.000000000E+00     0.000000000E+00     0.700307987E+04     0.121501435E+05     0.000000000E+00     0.569217581E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.656353715E+05     0.000000000E+00     0.870897730E+04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.142362992E+03     0.000000000E+00     0.000000000E+00     0.377084508E+04     0.965554943E-02     0.127218296E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.518653867E+05     0.000000000E+00     0.864114007E+02     0.625621411E+03     0.613562860E+05     0.000000000E+00     0.000000000E+00     0.414593179E+03     0.440926520E+04     0.000000000E+00     0.000000000E+00     0.125043633E+04     0.203328020E+02     0.204540416E+04     0.795239708E+02     0.000000000E+00     0.000000000E+00     0.754702631E+03     0.288088235E+04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.824045145E+02     0.000000000E+00     0.000000000E+00
        3     0.528933479E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.239196637E+04     0.255216109E+05     0.862814828E+04     0.114791889E+05     0.132742159E+04     0.000000000E+00     0.318061946E+05     0.177365575E+04     0.000000000E+00     0.456493853E+02     0.127401349E+02     0.370435139E+05     0.192305779E+05     0.495892687E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.113329978E+05     0.366737399E+02     0.000000000E+00     0.360285537E-04     0.000000000E+00     0.891318926E+02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.379044034E+03     0.890436123E+05     0.000000000E+00     0.789903428E-03     0.000000000E+00     0.000000000E+00     0.196687020E+02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.708676236E+04     0.123532322E+01     0.157383590E+04     0.000000000E+00     0.125103330E+01     0.560556981E+04     0.000000000E+00     0.417732045E+03     0.000000000E+00     0.313538312E+04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.121973604E+00     0.119792287E+04
        4     0.611734469E+04     0.165628163E+05     0.645506378E+05     0.000000000E+00     0.352462233E+05     0.125096277E+04     0.917794263E+04     0.000000000E+00     0.000000000E+00     0.946353699E+05     0.746983901E+02     0.478453288E-02     0.000000000E+00     0.181078568E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.451626651E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.769890699E+04     0.103399254E+04     0.273778058E+04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.982964135E+04     0.355412552E+03     0.773949278E+02     0.000000000E+00     0.203203197E+05     0.596803727E+05     0.000000000E+00     0.308019598E+03     0.000000000E+00     0.000000000E+00     0.291738084E+05     0.251716178E+05     0.111452562E+04     0.000000000E+00     0.000000000E+00     0.399391506E+02     0.000000000E+00     0.549833758E+04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.410037487E+03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
        5     0.686796667E+05     0.862023087E+01     0.144758091E+00     0.251710965E+02     0.000000000E+00     0.250543925E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.208010632E+04     0.321126863E+04     0.222479215E+05     0.000000000E+00     0.955930356E+05     0.000000000E+00     0.000000000E+00     0.968746062E+05     0.000000000E+00     0.276386020E-09     0.149232614E+05     0.000000000E+00     0.234171770E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.110429102E+04     0.170682321E+05     0.100182707E+05     0.492663197E+04     0.000000000E+00     0.758621718E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.730176166E+03     0.000000000E+00     0.111555933E+00     0.150697852E+05     0.456288612E+02     0.000000000E+00     0.000000000E+00     0.189600591E+01     0.000000000E+00     0.356010781E+03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.253772531E+05     0.103267687E+04     0.000000000E+00     0.350541366E+04     0.000000000E+00     0.000000000E+00     0.929838739E+04
        6     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.135224414E+05     0.107013456E+05     0.144864737E+05     0.172547736E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.265421023E+02     0.440901495E+05     0.862129605E+04     0.000000000E+00     0.000000000E+00     0.548408285E-01     0.146896551E+00     0.252104801E+00     0.000000000E+00     0.888785964E+04     0.000000000E+00     0.000000000E+00     0.157904562E+05     0.315770108E+03     0.000000000E+00     0.782397731E+02     0.663179227E+05     0.000000000E+00     0.483214640E+05     0.143682461E+05     0.000000000E+00     0.000000000E+00     0.780187525E+04     0.000000000E+00     0.111021696E+05     0.201367341E+01     0.385900887E+04     0.000000000E+00     0.194274483E+03     0.869856092E+03     0.000000000E+00     0.442564511E+05     0.000000000E+00     0.000000000E+00     0.101314194E+02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.133949256E+05     0.487903518E-02     0.902252771E+04     0.000000000E+00     0.817065184E+01     0.208691153E+05     0.000000000E+00
        7     0.654202634E+05     0.799180089E+04     0.190527887E+05     0.359227623E+02     0.206677547E+04     0.883939174E+00     0.000000000E+00     0.918111982E+05     0.000000000E+00     0.796237582E+01     0.000000000E+00     0.534969938E+02     0.000000000E+00     0.274126256E+04     0.596956378E+05     0.238795934E+04     0.000000000E+00     0.000000000E+00     0.767447090E+02     0.393945008E+04     0.164775103E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.333955953E+05     0.265528496E+04     0.000000000E+00     0.000000000E+00     0.343914385E-03     0.000000000E+00     0.980075152E+05     0.000000000E+00     0.122138692E+00     0.000000000E+00     0.872147654E+04     0.582009229E-02     0.176724666E+04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.148303716E+04     0.000000000E+00     0.316830781E+05     0.000000000E+00     0.000000000E+00     0.974422101E+05     0.388959656E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.547635820E+04     0.462721520E-02     0.268598530E+05     0.154800420E+05     0.116531679E+01     0.000000000E+00     0.000000000E+00     0.529447752E+02     0.117278437E+03     0.114584647E+05
        8     0.000000000E+00     0.000000000E+00     0.152885066E+02     0.000000000E+00     0.510691089E+04     0.941807171E+04     0.000000000E+00     0.699322032E+05     0.443983292E+00     0.000000000E+00     0.374364069E+03     0.212071902E+02     0.000000000E+00     0.000000000E+00     0.873424868E+04     0.000000000E+00     0.200492213E+03     0.000000000E+00     0.350265184E+05     0.326062500E+05     0.000000000E+00     0.136170558E+05     0.978301901E+05     0.166013392E+01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.681348588E+03     0.836884411E+05     0.110573029E+04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.193446785E+03     0.374244595E+05     0.000000000E+00     0.000000000E+00     0.133090896E+01     0.000000000E+00     0.241707701E-02     0.000000000E+00     0.000000000E+00     0.976821458E+04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.124709780E+00     0.000000000E+00     0.143788788E+05     0.000000000E+00     0.981328026E+05     0.939201861E+05     0.635685209E+05     0.100590088E+04     0.000000000E+00     0.605081947E+05     0.234660743E-03     0.243929362E+04
        9     0.000000000E+00     0.239966482E+04     0.311074010E+05     0.000000000E+00     0.000000000E+00     0.491598972E+04     0.000000000E+00     0.147506633E+05     0.000000000E+00     0.221587354E+05     0.500146223E+05     0.139925535E+05     0.000000000E+00     0.000000000E+00     0.307900041E+02     0.000000000E+00     0.232757981E+01     0.162382383E+01     0.000000000E+00     0.315617726E+03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.896952641E+05     0.000000000E+00     0.207749702E+02     0.107796435E+04     0.000000000E+00     0.801735667E+04     0.834611899E+03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.149296406E+04     0.411120304E+02     0.000000000E+00     0.000000000E+00     0.410524551E+03     0.119418147E+03     0.295258637E+04     0.000000000E+00     0.492394608E+02     0.507045195E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.237876108E+05     0.000000000E+00     0.242976420E+05     0.178406177E+03     0.000000000E+00     0.328498592E+03     0.260447905E+01     0.384445264E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       10     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.201014345E+03     0.200717078E+05     0.594904709E+05     0.583108780E+05     0.197557945E+05     0.341619342E+05     0.919486105E+05     0.234509988E+05     0.162379462E-03     0.000000000E+00     0.000000000E+00     0.754114306E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.648468689E+05     0.716872001E+05     0.000000000E+00     0.703942742E+05     0.454637696E+03     0.000000000E+00     0.000000000E+00     0.280002896E+03     0.314027553E+04     0.000000000E+00     0.809682613E+05     0.142748061E-02     0.000000000E+00     0.436427810E+04     0.501487117E+04     0.000000000E+00     0.000000000E+00     0.848437208E+01     0.000000000E+00     0.000000000E+00     0.744051009E+03     0.000000000E+00     0.729799845E+04     0.000000000E+00     0.257318718E+04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.491029179E+04     0.000000000E+00     0.000000000E+00     0.574045609E+04     0.325813212E+04     0.473541477E+05     0.000000000E+00     0.000000000E+00     0.625652058E-01     0.000000000E+00     0.000000000E+00
