        1     0.108453882E-03     0.405902551E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.693360051E+02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.865448446E+03     0.212362184E+05     0.284860378E+04     0.000000000E+00     0.000000000E+00     0.114607511E+03     0.000000000E+00     0.143784935E+05     0.449286618E+04
        2     0.000000000E+00     0.290300866E+05     0.512759940E+04     0.000000000E+00     0.000000000E+00     0.424910852E-01     0.000000000E+00     0.176929233E+04     0.577471350E+03     0.000000000E+00     0.000000000E+00     0.185562921E+05     0.684153325E+02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.145383237E+04     0.251445543E+05
        3     0.000000000E+00     0.112154182E+05     0.379252244E+04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.443046027E+04     0.817661143E+05     0.000000000E+00     0.000000000E+00     0.254833762E+04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.795070458E+05     0.314976328E+01     0.000000000E+00
        4     0.901646512E+04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.923178196E+01     0.000000000E+00     0.000000000E+00     0.258977683E+01     0.138950204E+05     0.121690280E+03     0.690667700E+05     0.385652751E+05     0.000000000E+00     0.000000000E+00     0.598576523E+05     0.801567597E+03     0.000000000E+00     0.380502365E+04
        5     0.000000000E+00     0.000000000E+00     0.130995622E-01     0.000000000E+00     0.000000000E+00     0.685841545E+00     0.449778687E+04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.856165054E-03     0.000000000E+00     0.000000000E+00     0.602495045E+03     0.537702511E+03     0.000000000E+00     0.421258643E-02     0.341016624E+05
        6     0.201538872E+05     0.738076879E+04     0.000000000E+00     0.124369794E+05     0.664841609E+05     0.000000000E+00     0.000000000E+00     0.296377972E+04     0.104005954E+01     0.000000000E+00     0.121766335E+05     0.000000000E+00     0.000000000E+00     0.543044797E+04     0.555078796E+04     0.188065716E+04     0.000000000E+00     0.485155471E+05
        7     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.200569987E+05     0.000000000E+00     0.831869039E+05     0.945640222E+02     0.000000000E+00     0.000000000E+00     0.123339644E+05     0.000000000E+00     0.158980426E+05     0.000000000E+00     0.151232367E+03     0.938399123E+03     0.000000000E+00     0.000000000E+00     0.346918890E+03
        8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.453629635E+04     0.000000000E+00     0.000000000E+00     0.764998825E+05     0.560607389E+05     0.000000000E+00     0.298346050E+02     0.992313287E+05     0.218234962E+04     0.594009645E+03     0.000000000E+00     0.123463582E+04     0.633092385E+05     0.000000000E+00
        9     0.779256289E+03     0.000000000E+00     0.448687837E+03     0.000000000E+00     0.000000000E+00     0.973056732E+05     0.218350899E+05     0.000000000E+00     0.534324996E+05     0.000000000E+00     0.450841098E+00     0.000000000E+00     0.952769700E+02     0.000000000E+00     0.171603615E+05     0.000000000E+00     0.608031831E+04     0.715950621E+05
       10     0.380762612E+00     0.537831491E+05     0.000000000E+00     0.000000000E+00     0.109327937E+05     0.184361790E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.421863067E+05     0.000000000E+00     0.133697789E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.542554006E+05     0.428995136E+04
