#CMS PAS HIG-12-050, Nov 13, 2012
#11050_CMS_H-tautau_17fb-1
#limits were reverse-engineered from Fig.3 (mhmax scenario)
#columns: Mh, obs, exp (in pb)

90.00	7.07	12.64
91.00	6.787	12
92.00	6.504	11.37
93.00	6.221	10.74
94.00	5.938	10.11
95.00	5.655	9.477
96.00	5.372	8.845
97.00	5.089	8.213
98.00	4.806	7.581
99.00	4.523	6.949
100.00	4.24	6.317
101.00	4.117	6.022
102.00	3.994	5.727
103.00	3.871	5.431
104.00	3.819	5.136
105.00	3.767	4.841
106.00	3.716	4.546
107.00	3.664	4.251
108.00	3.612	3.956
109.00	3.56	3.894
110.00	3.508	3.832
111.00	3.456	3.77
112.00	3.405	3.708
113.00	3.353	3.647
114.00	3.301	3.585
115.00	3.249	3.523
116.00	3.197	3.461
117.00	3.145	3.399
118.00	3.094	3.337
119.00	3.042	3.276
120.00	2.99	3.214
121.00	2.938	3.152
122.00	2.886	3.09
123.00	2.834	3.028
124.00	2.783	2.966
125.00	2.731	2.904
126.00	2.679	2.843
127.00	2.627	2.781
128.00	2.575	2.719
129.00	2.523	2.657
130.00	2.472	2.595
131.00	2.42	2.533
132.00	2.368	2.471
133.00	2.316	2.41
134.00	2.264	2.348
135.00	2.212	2.286
136.00	2.16	2.224
137.00	2.109	2.162
138.00	2.057	2.1
139.00	2.005	2.039
140.00	1.953	1.977
141.00	1.901	1.915
142.00	1.849	1.853
143.00	1.798	1.808
144.00	1.764	1.763
145.00	1.729	1.718
146.00	1.695	1.673
147.00	1.661	1.628
148.00	1.627	1.583
149.00	1.567	1.538
150.00	1.507	1.493
151.00	1.447	1.447
152.00	1.406	1.408
153.00	1.364	1.368
154.00	1.322	1.328
155.00	1.28	1.289
156.00	1.238	1.249
157.00	1.116	1.159
158.00	0.9928	1.069
159.00	0.9605	1.045
160.00	0.9282	1.022
161.00	0.8958	0.9979
162.00	0.8635	0.9743
163.00	0.8312	0.9507
164.00	0.8059	0.937
165.00	0.7805	0.9233
166.00	0.7552	0.9097
167.00	0.7299	0.896
168.00	0.7111	0.8823
169.00	0.6924	0.8686
170.00	0.6737	0.8549
171.00	0.6549	0.8413
172.00	0.6437	0.8276
173.00	0.6325	0.8186
174.00	0.6213	0.8096
175.00	0.6101	0.8006
176.00	0.5989	0.7916
177.00	0.5877	0.7826
178.00	0.5585	0.7736
179.00	0.5294	0.7646
180.00	0.5003	0.7556
181.00	0.4711	0.7139
182.00	0.4562	0.6722
183.00	0.4413	0.6598
184.00	0.4264	0.6474
185.00	0.4187	0.6351
186.00	0.4109	0.6227
187.00	0.4031	0.6103
188.00	0.3922	0.5979
189.00	0.3814	0.5902
190.00	0.3705	0.5824
191.00	0.3597	0.5747
192.00	0.3488	0.567
193.00	0.3379	0.5592
194.00	0.3271	0.5515
195.00	0.3162	0.5437
196.00	0.3095	0.536
197.00	0.3029	0.5282
198.00	0.2962	0.5205
199.00	0.2895	0.5127
200.00	0.2828	0.505
201.00	0.2762	0.5008
202.00	0.2695	0.4965
203.00	0.2628	0.4923
204.00	0.2561	0.4881
205.00	0.2494	0.4839
206.00	0.2428	0.4797
207.00	0.2394	0.4755
208.00	0.236	0.4713
209.00	0.2326	0.4671
210.00	0.2293	0.4636
211.00	0.2259	0.4601
212.00	0.2225	0.4567
213.00	0.2191	0.4532
214.00	0.2157	0.4497
215.00	0.2124	0.4463
216.00	0.209	0.4428
217.00	0.2056	0.4393
218.00	0.2022	0.4358
219.00	0.1989	0.4324
220.00	0.1955	0.4289
221.00	0.1931	0.4254
222.00	0.1907	0.422
223.00	0.1883	0.4185
224.00	0.186	0.415
225.00	0.1836	0.4115
226.00	0.1812	0.4081
227.00	0.1788	0.4046
228.00	0.1764	0.4011
229.00	0.1741	0.3977
230.00	0.1717	0.3942
231.00	0.1693	0.3907
232.00	0.1669	0.3873
233.00	0.1645	0.3838
234.00	0.1622	0.3803
235.00	0.1598	0.3768
236.00	0.1574	0.3734
237.00	0.152	0.3699
238.00	0.1466	0.3664
239.00	0.1412	0.3618
240.00	0.1358	0.3572
241.00	0.1336	0.3525
242.00	0.1314	0.3479
