 5.       1.D-1
 10.      3.D-2
 15.      1.7D-2
 18.      1.5D-2
 19.      2.D-2
 25.      1.8D-2
 31.      2.1D-2
 32.      1.8D-2
 35.      2.D-2
 40.      3.D-2
 45.      3.5D-2
 50.      5.D-2
 55.      7.5D-2
 59.      1.D-1
 60.000   0.098
 61.000   0.107
 62.000   0.105
 63.000   0.098
 64.000   0.101
 65.000   0.101
 66.000   0.104
 67.000   0.129
 68.000   0.122
 69.000   0.120
 70.000   0.129
 71.000   0.133
 72.000   0.152
 73.000   0.162
 74.000   0.175
 75.000   0.150
 76.000   0.157
 77.000   0.177
 78.000   0.180
 79.000   0.163
 80.000   0.178
 81.000   0.179
 82.000   0.187
 83.000   0.222
 84.000   0.180
 85.000   0.160
 86.000   0.202
 87.000   0.167
 88.000   0.174
 89.000   0.217
 90.000   0.197
 91.000   0.252
 92.000   0.203
 93.000   0.215
 94.000   0.215
 95.000   0.223
 96.000   0.214
 97.000   0.267
 98.000   0.332
 99.000   0.346
100.000   0.327
101.000   0.373
102.000   0.390
103.000   0.344
104.000   0.360
105.000   0.284
106.000   0.292
107.000   0.282
108.000   0.325
109.000   0.351
110.000   0.405
111.000   0.479
112.000   0.635
113.000   1.018
