  22.  10.  0.0872
  23.  10.  0.0935
  24.  10.  0.0923
  24.  11.  0.0559
  24.  12.  0.2184
  25.  10.  0.0963
  25.  11.  0.0464
  25.  12.  0.3322
  26.  10.  0.098
  26.  11.  0.0418
  26.  12.  0.071
  26.  13.  0.1865
  27.  10.  0.0983
  27.  11.  0.0641
  27.  12.  0.0404
  27.  13.  0.1983
  28.  10.  0.1017
  28.  11.  0.0635
  28.  12.  0.0648
  28.  13.  0.0669
  28.  14.  0.1878
  29.  10.  0.1047
  29.  11.  0.0561
  29.  12.  0.0693
  29.  13.  0.0565
  29.  14.  0.1998
  30.  10.  0.1089
  30.  11.  0.0573
  30.  12.  0.0664
  30.  13.  0.0519
  30.  14.  0.0598
  30.  15.  0.1706
  31.  10.  0.1109
  31.  11.  0.0562
  31.  12.  0.0566
  31.  13.  0.0597
  31.  14.  0.0602
  31.  15.  0.1983
  32.  10.  0.1085
  32.  11.  0.0632
  32.  12.  0.0628
  32.  13.  0.0695
  32.  14.  0.0637
  32.  15.  0.0668
  32.  16.  0.1831
  33.  10.  0.1205
  33.  11.  0.0745
  33.  12.  0.0678
  33.  13.  0.0626
  33.  14.  0.0779
  33.  15.  0.073
  33.  16.  0.1906
  34.  10.  0.1242
  34.  11.  0.0585
  34.  12.  0.076
  34.  13.  0.0761
  34.  14.  0.0757
  34.  15.  0.0716
  34.  16.  0.0578
  34.  17.  0.1972
  35.  10.  0.127
  35.  11.  0.0938
  35.  12.  0.0655
  35.  13.  0.0611
  35.  14.  0.0796
  35.  15.  0.0753
  35.  16.  0.0729
  35.  17.  0.1962
  36.  10.  0.1268
  36.  11.  0.059
  36.  12.  0.0804
  36.  13.  0.075
  36.  14.  0.0902
  36.  15.  0.079
  36.  16.  0.0888
  36.  17.  0.0889
  36.  18.  0.1745
  37.  10.  0.1338
  37.  11.  0.082
  37.  12.  0.064
  37.  13.  0.0874
  37.  14.  0.0793
  37.  15.  0.0825
  37.  16.  0.0753
  37.  17.  0.0865
  37.  18.  0.195
  38.  10.  0.1358
  38.  11.  0.0572
  38.  12.  0.0876
  38.  13.  0.0818
  38.  14.  0.0751
  38.  15.  0.0993
  38.  16.  0.0982
  38.  17.  0.0766
  38.  18.  0.0964
  38.  19.  0.1786
  39.  10.  0.1439
  39.  11.  0.1071
  39.  12.  0.0819
  39.  13.  0.1016
  39.  14.  0.092
  39.  15.  0.071
  39.  16.  0.0877
  39.  17.  0.0795
  39.  18.  0.0799
  39.  19.  0.1947
  40.  10.  0.0285
  40.  11.  0.0162
  40.  12.  0.0283
  40.  13.  0.0278
  40.  14.  0.0318
  40.  15.  0.0338
  40.  16.  0.0962
  40.  17.  0.0838
  40.  18.  0.0987
  40.  19.  0.1309
  40.  20.  0.1917
  41.  10.  0.1231
  41.  11.  0.0223
  41.  12.  0.0286
  41.  13.  0.0363
  41.  14.  0.0372
  41.  15.  0.038
  41.  16.  0.0657
  41.  17.  0.0752
  41.  18.  0.0742
  41.  19.  0.0611
  41.  20.  0.0944
  42.  10.  0.126
  42.  11.  0.0177
  42.  12.  0.0205
  42.  13.  0.0405
  42.  14.  0.0427
  42.  15.  0.0457
  42.  16.  0.0546
  42.  17.  0.0526
  42.  18.  0.0466
  42.  19.  0.0497
  42.  20.  0.0471
  42.  21.  0.0606
  43.  10.  0.1322
  43.  11.  0.021
  43.  12.  0.0239
  43.  13.  0.0318
  43.  14.  0.0352
  43.  15.  0.0373
  43.  16.  0.0546
  43.  17.  0.0386
  43.  18.  0.0456
  43.  19.  0.0472
  43.  20.  0.0435
  43.  21.  0.0473
  44.  10.  0.1377
  44.  11.  0.0125
  44.  12.  0.0319
  44.  13.  0.0312
  44.  14.  0.0289
  44.  15.  0.0683
  44.  16.  0.0305
  44.  17.  0.0366
  44.  18.  0.0381
  44.  19.  0.0364
  44.  20.  0.0364
  44.  21.  0.0399
  44.  22.  0.0394
  45.  10.  0.1446
  45.  11.  0.0182
  45.  12.  0.0206
  45.  13.  0.0386
  45.  14.  0.0412
  45.  15.  0.0471
  45.  16.  0.0401
  45.  17.  0.0329
  45.  18.  0.0281
  45.  19.  0.0395
  45.  20.  0.0343
  45.  21.  0.0426
  45.  22.  0.0288
  46.  10.  0.138
  46.  11.  0.0204
  46.  12.  0.0279
  46.  13.  0.0483
  46.  14.  0.0365
  46.  15.  0.0485
  46.  16.  0.0373
  46.  17.  0.0343
  46.  18.  0.0324
  46.  19.  0.0312
  46.  20.  0.0363
  46.  21.  0.0374
  46.  22.  0.035
  46.  23.  0.0348
  47.  10.  0.1374
  47.  11.  0.018
  47.  12.  0.0302
  47.  13.  0.0357
  47.  14.  0.0422
  47.  15.  0.0617
  47.  16.  0.0336
  47.  17.  0.04
  47.  18.  0.0298
  47.  19.  0.0322
  47.  20.  0.0348
  47.  21.  0.0397
  47.  22.  0.0395
  47.  23.  0.0401
