        1     0.359121437E+03     0.159618323E+03     0.337305357E+03     0.566824675E+07     0.208367527E+07     0.135472953E+07
        2     0.838031530E+02     0.492838526E+02     0.220782301E+03     0.751978159E+06     0.768472433E+07     0.362687051E+07
        3     0.858826375E+02     0.249093554E+03     0.179328933E+03     0.549647808E+07     0.827679098E+07     0.453792453E+07
        4     0.127519813E+03     0.164371605E+03     0.554256821E+02     0.431307554E+07     0.197791338E+07     0.458419144E+07
        5     0.706586552E+02     0.359722531E+03     0.130202429E+03     0.722308815E+07     0.474370658E+07     0.317935228E+07
        6     0.169399524E+03     0.706568956E+02     0.323343279E+03     0.400346339E+07     0.168782175E+07     0.636696696E+07
        7     0.381288457E+02     0.477533627E+02     0.112361212E+03     0.712248564E+07     0.183079362E+07     0.526923180E+07
        8     0.137482159E+03     0.892259789E+02     0.191735051E+03     0.890645742E+07     0.356543541E+07     0.807538390E+07
        9     0.572972846E+02     0.277235656E+03     0.120915399E+03     0.362561941E+06     0.723331630E+07     0.626742542E+07
       10     0.269812202E+03     0.185720594E+03     0.161594038E+03     0.834283292E+07     0.381535649E+07     0.726339042E+07
       11     0.295215511E+02     0.264171023E+03     0.200459762E+03     0.952178419E+07     0.471999526E+07     0.459654808E+07
       12     0.282542782E+03     0.480134940E+02     0.273486807E+03     0.938089788E+07     0.922535717E+07     0.824008107E+07
       13     0.321618447E+03     0.578367519E+02     0.108140788E+03     0.558165312E+07     0.947056353E+07     0.471004486E+07
       14     0.253173923E+02     0.860196018E+02     0.215978808E+03     0.267254889E+07     0.840405285E+07     0.550257504E+07
       15     0.182002666E+03     0.168196971E+03     0.239773135E+03     0.774316967E+07     0.466996491E+07     0.479102731E+06
       16     0.172629440E+03     0.170290403E+03     0.331271417E+03     0.465820074E+07     0.185039580E+07     0.461189330E+07
       17     0.431592107E+02     0.710875511E+01     0.334028943E+03     0.776596606E+07     0.951689422E+07     0.555714309E+07
       18     0.260351257E+03     0.241116536E+03     0.528638935E+02     0.690805018E+07     0.791469216E+07     0.108864963E+07
       19     0.184388502E+03     0.201274638E+03     0.931450295E+02     0.183729827E+07     0.633688748E+07     0.757021189E+07
       20     0.318588388E+03     0.182282174E+03     0.967497468E+02     0.330928028E+07     0.214914083E+07     0.576805711E+07
       21     0.116353884E+03     0.765644288E+02     0.220669541E+03     0.587974548E+07     0.923069119E+06     0.455099344E+05
       22     0.424571800E+02     0.170286369E+02     0.956197214E+02     0.838213861E+07     0.904668927E+07     0.877935648E+07
       23     0.267867730E+03     0.323640168E+03     0.297322612E+03     0.299461663E+07     0.688207269E+07     0.372178078E+07
       24     0.195061698E+03     0.277485144E+03     0.286384885E+03     0.308242202E+07     0.719163537E+07     0.228499949E+07
       25     0.637170768E+02     0.236922956E+03     0.179567649E+03     0.646647036E+07     0.151394963E+07     0.362049520E+07
       26     0.201332552E+03     0.154946086E+03     0.401986313E+02     0.836217105E+07     0.759401917E+06     0.518379390E+07
       27     0.316920912E+03     0.991856647E+02     0.134243832E+03     0.237173259E+07     0.496334255E+07     0.276907682E+07
       28     0.431417227E+02     0.109811718E+03     0.499497914E+02     0.222053587E+07     0.807298362E+07     0.536793768E+07
       29     0.329299736E+02     0.250640631E+01     0.307457671E+03     0.506898105E+07     0.345593691E+06     0.141539335E+07
       30     0.179403198E+03     0.186978357E+03     0.174797587E+03     0.572296858E+07     0.833380818E+07     0.954608023E+07
       31     0.129581101E+03     0.284999514E+02     0.253953459E+03     0.933257401E+07     0.404400349E+07     0.182463944E+07
       32     0.209172049E+03     0.998649716E+02     0.355228114E+02     0.971314669E+07     0.335333765E+07     0.392409027E+07
       33     0.287356210E+02     0.264682939E+03     0.166743472E+03     0.312547147E+07     0.768564641E+07     0.651710868E+07
       34     0.173632951E+03     0.330725834E+03     0.107045009E+03     0.235976934E+07     0.498828292E+07     0.420916975E+07
       35     0.546511889E+02     0.326453376E+02     0.283235950E+03     0.670124888E+06     0.300963521E+06     0.267297626E+07
       36     0.146063662E+03     0.285732744E+03     0.149044240E+03     0.265770197E+07     0.690151155E+07     0.717749298E+07
       37     0.247263622E+02     0.115333614E+03     0.203393605E+03     0.294285238E+07     0.277742028E+07     0.565121472E+07
       38     0.858441854E+02     0.307707331E+03     0.520641446E+02     0.666364074E+07     0.787673295E+07     0.178129852E+07
       39     0.259486020E+03     0.349551015E+03     0.164252257E+02     0.159928799E+06     0.101841807E+07     0.391932666E+07
       40     0.660496759E+02     0.664642167E+02     0.133639498E+03     0.617448568E+07     0.538178802E+07     0.322455525E+07
       41     0.207530301E+03     0.321571305E+03     0.285256405E+03     0.732867658E+07     0.190983415E+07     0.391992986E+07
       42     0.233049631E+01     0.206329315E+03     0.261763000E+03     0.676263332E+07     0.483578265E+07     0.764305592E+07
       43     0.259147997E+03     0.775748920E+02     0.352402267E+03     0.794445872E+06     0.739094675E+07     0.407788694E+07
       44     0.530648232E-01     0.114247298E+02     0.528747082E+02     0.218431473E+07     0.624571741E+07     0.791199923E+07
       45     0.187493083E+03     0.107107043E+03     0.173738394E+03     0.186851621E+06     0.795310438E+07     0.583246708E+07
       46     0.199313085E+03     0.231561670E+03     0.168755150E+03     0.448627055E+07     0.988831699E+07     0.875291109E+07
       47     0.713980436E+01     0.179588892E+03     0.354650795E+03     0.946254134E+07     0.174225390E+07     0.358170509E+07
       48     0.147464204E+03     0.316808045E+03     0.236643276E+03     0.386204720E+06     0.306675553E+07     0.666147530E+07
       49     0.241435418E+03     0.179680088E+03     0.156464903E+03     0.284385741E+07     0.646535158E+06     0.476671934E+07
       50     0.280001571E+03     0.215161614E+03     0.175263262E+03     0.640191138E+07     0.365873635E+07     0.647018075E+07
