 # generated with HiggsSignals version 1.0.0beta on 05.02.2013 at 15:42
 # settings: latestresults, effC, both, gaussian
 #
 # column abbreviations
 #   n          : line id of input
 #   Mh(i)      : Neutral Higgs boson masses in GeV
 #   Mhplus(i)  : Charged Higgs boson masses in GeV
 #   csq(mu)    : Chi^2 from the signal strengths observables
 #   csq(mh)    : Chi^2 from the Higgs mass observables
 #   csq(tot)   : total Chi^2
 #   nobs(mu)   : number of signal strength observables
 #   nobs(mh)   : number of Higgs mass observables
 #   nobs(tot)  : total number of observables
 #   Pvalue     : Probability, given csq(tot) and ndf=nobs(tot)
 #   additional : optional additional data stored in <prefix>additional.dat (e.g. tan beta)
 #
 # List of peak observables used from latestresults:
 #
 # Number Analysis-ID mh_obs    mu_obs  dmu_low dmu_high  dmh_exp  collaboration   energy	luminosity   description   reference
 #
  1         201215801 126.00    1.3460   0.5204   0.5710   8.0000   ATL     8.00  13.00   0 (pp)->h->WW->lnulnu     ATL-CONF-2012-158                            
  2         201209202 126.50    1.0490   0.6490   0.6590   2.0000   ATL     8.00  10.60   1 (pp)->h+...->ZZ->4l     ATL-CONF-2012-092                            
  3         201209201 126.50    1.0800   0.6750   1.0970   2.5000   ATL     7.00   4.80   1 (pp)->h+...->ZZ->4l     ATL-CONF-2012-092                            
  4         201209103 126.50    2.7200   1.8500   1.8700   1.5700   ATL     7.00   4.80   1 (pp)->h+...->gammagamma(2-jet)     ATL-CONF-2012-091                            
  5         201209104 126.50    2.6200   1.7500   1.7300   1.5700   ATL     8.00   5.90   1 (pp)->h+...->gammagamma(2-jet)     ATL-CONF-2012-091                            
  6         201209101 126.50    2.1800   0.7800   0.7100   1.6300   ATL     7.00   4.80   1 (pp)->h+...->gammagamma(inclusive)     ATL-CONF-2012-091                            
  7         201209102 126.50    1.7200   0.6800   0.6200   1.6300   ATL     8.00   5.90   1 (pp)->h+...->gammagamma(inclusive)     ATL-CONF-2012-091                            
  8         201216001 126.00    0.7050   0.6750   0.7000  20.0000   ATL     8.00  17.70   0 (pp)->h->tautau     ATL-CONF-2012-160                            
  9         201216101 125.00   -2.7000   1.5550   1.5550  20.0000   ATL     7.00   4.70   0 (pp)->Vh->Vbb     ATL-CONF-2012-161                            
 10         201216102 125.00    1.0000   1.4210   1.4210  20.0000   ATL     8.00  13.00   0 (pp)->Vh->Vbb     ATL-CONF-2012-161                            
 11           1204201 125.80    0.7680   0.2880   0.3090  25.0000   CMS     8.00  17.00   0 (pp)->h+...->WW     CMS-PAS-HIG-12-042                           
 12           1204101 126.20    0.8000   0.2800   0.3500   0.6500   CMS     8.00  17.30   1 (pp)->h+...->ZZ->4l     CMS-PAS-HIG-12-041                           
 13           1201503 125.00    4.2085   2.0342   2.0342   1.7000   CMS     7.00   5.10   1 (pp)->h+...->gammagamma(dijettag)     CMS-PAS-HIG-12-015                           
 14           1201504 125.00    1.2889   1.5556   1.5795   2.1000   CMS     8.00   5.30   1 (pp)->h+...->gammagamma(dijettight)     CMS-PAS-HIG-12-015                           
 15           1201501 125.00    1.6870   0.6300   0.6170   2.0000   CMS     7.00   5.10   1 (pp)->h+...->gammagamma(inclusive)     CMS-PAS-HIG-12-015                           
 16           1201502 125.00    1.4460   0.5760   0.5690   2.0000   CMS     8.00   5.30   1 (pp)->h+...->gammagamma(inclusive)     CMS-PAS-HIG-12-015                           
 17           1204301 125.00    0.8950   0.8670   0.8200  20.0000   CMS     8.00  17.00   0 (pp)->h+...->tautau     CMS-PAS-HIG-12-043                           
 18           1204202 125.80   -0.0550   0.5760   0.7760  25.0000   CMS     8.00  17.00   0 (pp)->VBF->WW     CMS-PAS-HIG-12-042                           
 19           1204302 125.00    0.7000   1.8200   0.7500  20.0000   CMS     8.00  17.00   0 (pp)->VBF->tautau     CMS-PAS-HIG-12-043                           
 20           1204203 125.80   -0.3120   1.9660   2.2640  25.0000   CMS     8.00  17.00   0 (pp)->VH->WW     CMS-PAS-HIG-12-042                           
 21           1204401 125.00    1.2880   0.6130   0.6670  12.5000   CMS     8.00   5.30   0 (pp)->hV->bb     CMS-PAS-HIG-12-044                           
 22           1204303 125.00    0.9570   1.9430   1.7090  20.0000   CMS     8.00  17.00   0 (pp)->Vh->tautau     CMS-PAS-HIG-12-043                           
 23           1202008 125.00   -0.7710   1.8530   2.0590  12.5000   CMS     7.00   5.00   0 (pp)->ttH->bb     CMS-PAS-HIG-12-020                           
 24         120704493 125.00    0.3200   0.3200   1.1300  20.0000   TCB     1.96  10.00   0 (pp)->h+...->WW     arXiv:1207.0449                              
 25         120704492 125.00    3.6200   2.5400   2.9600  10.0000   TCB     1.96  10.00   0 (pp)->h+...->gammagamma     arXiv:1207.0449                              
 26         120704491 125.00    1.9700   0.6800   0.7400  20.0000   TCB     1.96  10.00   0 (pp)->VH->bb     arXiv:1207.0449                              
 #cols:  n           Mh(1)           Mh(2)           Mh(3)       Mhplus(1)         csq(mu)         csq(mh)         csq(tot) nobs(mu) nobs(mh) nobs(tot)    Pvalue   additional(1)   additional(2)
 #
             1     359.121         159.618         337.305         71.6423         81.9900         0.00000         81.9900        26    11    37    0.297148E-04     0.00000        0.592460    
             2     83.8032         49.2839         220.782         357.500         82.1730         0.00000         82.1730        26    11    37    0.281544E-04     0.00000         0.00000    
             3     85.8826         249.094         179.329         238.330         77.3944         0.00000         77.3944        26    11    37    0.112122E-03     0.00000         0.00000    
             4     127.520         164.372         55.4257         322.887         657.939         1.71867         659.658        28    11    39     0.00000         0.00000        0.294416E-01
             5     70.6587         359.723         130.202         6.50796         58.6530        0.155279E-21     58.6530        26    11    37    0.131884E-01     0.00000         0.00000    
             6     169.400         70.6569         323.343         41.3798         163.243         0.00000         163.243        26    11    37     0.00000        0.333513        0.802317    
             7     38.1288         47.7534         112.361         273.425         56.1679        0.134591E-20     56.1679        26    11    37    0.225227E-01     0.00000        0.670977    
             8     137.482         89.2260         191.735         26.2198         66.2678        0.100867E-20     66.2678        27    11    38    0.303594E-02    0.678461E-01     0.00000    
             9     57.2973         277.236         120.915         345.145         68.8988        0.843189         69.7420        26    11    37    0.902084E-03    0.419713         0.00000    
            10     269.812         185.721         161.594         234.695         81.1641         0.00000         81.1641        26    11    37    0.378687E-04    0.258086        0.322748    
            11     29.5216         264.171         200.460         337.761         82.1730         0.00000         82.1730        26    11    37    0.281544E-04     0.00000        0.528913    
            12     282.543         48.0135         273.487         137.955         82.1730         0.00000         82.1730        26    11    37    0.281544E-04     0.00000         0.00000    
            13     321.618         57.8368         108.141         58.0303         81.6017        0.324413E-20     81.6017        26    11    37    0.333103E-04    0.579861        0.210765    
            14     25.3174         86.0196         215.979         50.9341         82.1730         0.00000         82.1730        26    11    37    0.281544E-04    0.490045        0.671123    
            15     182.003         168.197         239.773         353.488         79.9708         0.00000         79.9708        26    11    37    0.536017E-04    0.257430        0.241756    
            16     172.629         170.290         331.271         213.331         611.115         0.00000         611.115        27    11    38     0.00000        0.256373        0.134367    
            17     43.1592         7.10876         334.029         136.449         82.1730         0.00000         82.1730        26    11    37    0.281544E-04    0.412981         0.00000    
            18     260.351         241.117         52.8639         236.306         82.1730         0.00000         82.1730        26    11    37    0.281544E-04    0.981251         0.00000    
            19     184.389         201.275         93.1450         17.1938         300.585         0.00000         300.585        26    11    37     0.00000        0.339361         0.00000    
            20     318.588         182.282         96.7497         163.509         78.8220         0.00000         78.8220        26    11    37    0.746434E-04     0.00000         0.00000    
            21     116.354         76.5644         220.670         2.32286         56.1946        0.417198E-21     56.1946        26    11    37    0.223968E-01    0.996861        0.345883    
            22     42.4572         17.0286         95.6197         93.7070         82.1730         0.00000         82.1730        26    11    37    0.281544E-04     0.00000        0.508411    
            23     267.868         323.640         297.323         33.2555         82.1730         0.00000         82.1730        26    11    37    0.281544E-04    0.942210         0.00000    
            24     195.062         277.485         286.385         173.057         77.1455         0.00000         77.1455        26    11    37    0.120300E-03    0.495710        0.293892    
            25     63.7171         236.923         179.568         247.528         77.4119         0.00000         77.4119        26    11    37    0.111567E-03    0.570381E-02     0.00000    
            26     201.333         154.946         40.1986         78.0106         80.1860         0.00000         80.1860        26    11    37    0.503589E-04     0.00000        0.183563    
            27     316.921         99.1857         134.244         90.8209         56.4299        0.534863E-21     56.4299        26    11    37    0.213139E-01     0.00000         0.00000    
            28     43.1417         109.812         49.9498         358.450         82.1236        0.264372E-20     82.1236        26    11    37    0.285675E-04     0.00000        0.389621    
            29     32.9300         2.50641         307.458         29.2709         82.1730         0.00000         82.1730        26    11    37    0.281544E-04     0.00000         0.00000    
            30     179.403         186.978         174.798         89.4833         731.575         0.00000         731.575        27    11    38     0.00000        0.326535         0.00000    
            31     129.581         28.5000         253.953         353.162         58.0403        0.855617E-22     58.0403        26    11    37    0.150860E-01    0.665685        0.198533    
            32     209.172         99.8650         35.5228         337.892         82.1730         0.00000         82.1730        26    11    37    0.281544E-04    0.443801         0.00000    
            33     28.7356         264.683         166.743         258.544         80.0692         0.00000         80.0692        26    11    37    0.520946E-04     0.00000        0.785404E-01
            34     173.633         330.726         107.045         225.501         538.365        0.200057E-20     538.365        27    11    38     0.00000        0.324846         0.00000    
            35     54.6512         32.6453         283.236         294.189         82.1730         0.00000         82.1730        26    11    37    0.281544E-04     0.00000        0.938392    
            36     146.064         285.733         149.044         71.6345         69.8213         0.00000         69.8213        31    11    42    0.447622E-02    0.897355         0.00000    
            37     24.7264         115.334         203.394         204.786         58.2210        0.515514E-21     58.2210        26    11    37    0.145021E-01    0.528866E-02    0.356043    
            38     85.8442         307.707         52.0641         243.525         82.1730         0.00000         82.1730        26    11    37    0.281544E-04     0.00000        0.188661    
            39     259.486         349.551         16.4252         206.723         82.1730         0.00000         82.1730        26    11    37    0.281544E-04    0.111999        0.374511    
            40     66.0497         66.4642         133.639         295.482         56.1810        0.463562E-21     56.1810        26    11    37    0.224605E-01     0.00000         0.00000    
            41     207.530         321.571         285.256         100.629         82.1730         0.00000         82.1730        26    11    37    0.281544E-04     0.00000         0.00000    
