        1     0.000000000E+00     0.000000000E+00     0.243182903E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.238532390E-03     0.000000000E+00     0.000000000E+00     0.517351914E-01     0.000000000E+00     0.128747530E-01     0.527039563E-04     0.000000000E+00     0.600294009E-02     0.149278685E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
        2     0.000000000E+00     0.254366480E-01     0.264304894E-04     0.000000000E+00     0.000000000E+00     0.242725043E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.968781509E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.270711489E-01     0.161481156E-01     0.191667081E-07     0.271777674E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
        3     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.459310085E-02     0.658925193E-02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.337046010E-02     0.268246477E-01     0.000000000E+00     0.000000000E+00     0.435615722E-02     0.000000000E+00     0.000000000E+00     0.222396710E-05     0.243041336E-02     0.000000000E+00     0.000000000E+00     0.599585767E-03     0.000000000E+00     0.000000000E+00     0.178108068E-01
        4     0.000000000E+00     0.274843478E-04     0.254272294E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.204950946E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.202032423E-02     0.216123100E-04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.597369086E-02
        5     0.924640520E-02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.247363470E-06     0.000000000E+00     0.000000000E+00     0.275806598E-04     0.114275185E-01     0.000000000E+00     0.674177511E-03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.455680499E-01     0.000000000E+00     0.607849533E-01     0.257443374E-03     0.000000000E+00     0.651966913E-02     0.378723748E-03
        6     0.425364615E-01     0.000000000E+00     0.118639123E-01     0.796418019E-02     0.279293460E-02     0.000000000E+00     0.109585242E-04     0.416034791E-02     0.119913444E-09     0.121744827E-01     0.000000000E+00     0.000000000E+00     0.312599332E-05     0.000000000E+00     0.000000000E+00     0.146779079E-01     0.000000000E+00     0.541357830E-01     0.339429969E-03     0.000000000E+00     0.777366989E-01     0.736058061E-04     0.000000000E+00     0.000000000E+00
        7     0.498558492E-02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.414091533E-08     0.000000000E+00     0.179063005E-01     0.000000000E+00     0.000000000E+00     0.235427482E-05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.684709629E-02     0.000000000E+00     0.233142626E-04
        8     0.869151765E-07     0.000000000E+00     0.777707171E-01     0.111370146E-04     0.131975204E-03     0.549057549E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.212297422E-09     0.000000000E+00     0.000000000E+00     0.751019534E-02     0.730012030E-03     0.336623779E-05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.139872830E-01     0.000000000E+00     0.000000000E+00     0.444454327E-01     0.000000000E+00     0.000000000E+00
        9     0.160761353E-01     0.000000000E+00     0.419771143E-05     0.000000000E+00     0.000000000E+00     0.102343829E-07     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.785580277E-06     0.249941168E-04     0.137638361E-07     0.366136621E-02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.152539203E-01     0.000000000E+00
       10     0.934383705E-01     0.407309327E-05     0.163780704E-01     0.332754875E-01     0.848581221E-01     0.177965776E-11     0.426441092E-01     0.000000000E+00     0.163234306E-06     0.000000000E+00     0.804717289E-03     0.000000000E+00     0.485192195E-04     0.168131208E-02     0.105740787E-03     0.000000000E+00     0.282020067E-01     0.328671973E-05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.119137802E-10     0.102527477E-01
       11     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.909938180E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.117477642E-03     0.000000000E+00     0.803076634E-04     0.000000000E+00     0.000000000E+00     0.433953700E-05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       12     0.000000000E+00     0.992669950E-01     0.270487131E-03     0.000000000E+00     0.121252390E-02     0.000000000E+00     0.247678005E-01     0.839662074E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.678089454E-04     0.000000000E+00     0.823289538E-01     0.000000000E+00     0.464838840E-14     0.000000000E+00     0.291590863E-02     0.000000000E+00     0.000000000E+00     0.136484278E-07     0.000000000E+00
       13     0.502504145E-02     0.147721414E-01     0.127842908E-02     0.269042237E-04     0.000000000E+00     0.597285060E-01     0.128227977E-01     0.000000000E+00     0.000000000E+00     0.693425093E-03     0.575415565E-03     0.151489290E-01     0.000000000E+00     0.280021204E-02     0.660074751E-01     0.000000000E+00     0.465797817E-01     0.000000000E+00     0.262854976E-03     0.000000000E+00     0.337944873E-03     0.000000000E+00     0.000000000E+00     0.000000000E+00
       14     0.315834491E-01     0.000000000E+00     0.455137887E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.855720682E-07     0.000000000E+00     0.140501732E-07     0.912000872E-02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.496149300E-04     0.939579817E-02     0.000000000E+00     0.485122581E-05
       15     0.162573462E-01     0.884962735E-01     0.000000000E+00     0.179851624E-06     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.155873212E-02     0.000000000E+00     0.000000000E+00     0.115365577E-03     0.149010062E-02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.481488484E-03     0.879499806E-03     0.000000000E+00
       16     0.745131159E-02     0.000000000E+00     0.151198128E-01     0.000000000E+00     0.000000000E+00     0.478171922E-02     0.000000000E+00     0.000000000E+00     0.236073557E-03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.249383892E-01     0.529013273E-02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.130836619E-05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.429290433E-01
       17     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.291529021E-01     0.414023553E-02     0.000000000E+00     0.727347343E-01     0.567079177E-01     0.000000000E+00     0.844318742E-01     0.129268234E-04     0.159260484E-01     0.594212850E-04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.283135969E-03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       18     0.146789995E-01     0.573823260E-02     0.000000000E+00     0.000000000E+00     0.152890765E-03     0.115924641E-05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.530958229E-04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.418947738E-03     0.000000000E+00     0.000000000E+00     0.277826058E-05     0.000000000E+00     0.000000000E+00     0.721600024E-03     0.000000000E+00     0.838259516E-03     0.320388578E-08
       19     0.000000000E+00     0.000000000E+00     0.450639919E-01     0.000000000E+00     0.000000000E+00     0.895662974E-03     0.000000000E+00     0.000000000E+00     0.237778435E-03     0.250495522E-03     0.000000000E+00     0.000000000E+00     0.187064508E-04     0.298037800E-04     0.000000000E+00     0.183662097E-04     0.221073927E-01     0.938059881E-06     0.671124444E-05     0.000000000E+00     0.437281920E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00
       20     0.000000000E+00     0.240072811E-08     0.752296072E-02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.515816855E-01     0.354915505E-04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.511728382E-11     0.297108034E-03     0.566173927E-03     0.000000000E+00     0.000000000E+00     0.284940098E-01     0.229885115E-02     0.504073328E-02     0.111674243E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00
