        1     0.482957661E+01     0.283499151E+01     0.185641080E+01     0.496785671E+01
        2     0.162167966E+01     0.505994558E+00     0.266189009E+01     0.163594186E+00
        3     0.356936216E+01     0.484063864E+01     0.347823292E+01     0.241518855E+01
        4     0.453131735E+01     0.326340675E+01     0.446882933E+01     0.377081186E+01
        5     0.777631104E+00     0.189239562E+01     0.243886322E+01     0.236902386E+01
        6     0.136564285E+01     0.332549065E+01     0.272380948E+01     0.181940496E+01
        7     0.160565525E+01     0.247767359E+01     0.380031645E+01     0.304588974E+01
        8     0.400514454E+01     0.421022773E+01     0.103196025E+01     0.813747048E+00
        9     0.391724557E+01     0.652926862E+00     0.434218675E+01     0.475713760E+01
       10     0.360370666E+01     0.482183278E+01     0.118558407E+00     0.347128689E+01
       11     0.488415092E+01     0.449058115E+01     0.342895120E+01     0.107363343E+01
       12     0.211918414E+01     0.319166899E+01     0.498665988E+01     0.489253402E+01
       13     0.144986510E+00     0.459491253E+01     0.243132412E+00     0.186613321E+01
       14     0.266105890E+01     0.385777295E+01     0.219610333E+01     0.362887144E+01
       15     0.226717293E+01     0.378063619E+00     0.182856083E+01     0.139299810E+01
       16     0.451684982E+01     0.499873787E+01     0.471335232E+01     0.161297590E+01
       17     0.842673182E+00     0.375473022E+01     0.299498439E+01     0.664570630E+00
       18     0.456460536E+01     0.698336959E-01     0.108985066E+01     0.410278469E+01
       19     0.134020507E+01     0.536226630E+00     0.120061874E+01     0.652090907E+00
       20     0.108896941E+01     0.420290649E+01     0.215342939E+01     0.264762789E+01
       21     0.160647780E+01     0.258290678E+01     0.419139266E+01     0.160637289E+01
       22     0.490468413E+01     0.194105178E+01     0.419909060E+00     0.444364816E+01
       23     0.184582651E+01     0.445204258E+01     0.597859621E+00     0.694134235E+00
       24     0.173905194E+00     0.234364659E+01     0.519654155E-01     0.184925914E+01
       25     0.193221092E+01     0.352365345E+01     0.406502008E+01     0.457040220E+01
       26     0.241092354E+01     0.167159528E+01     0.361556768E+01     0.136641473E+01
       27     0.140334547E+01     0.580417812E+00     0.339127600E+01     0.288641572E+01
       28     0.303103000E+01     0.176556945E+01     0.328041047E+01     0.995020270E+00
       29     0.158072740E+01     0.154732764E+01     0.328901321E+01     0.225690305E+00
       30     0.390404820E+01     0.317314357E+01     0.463151425E+01     0.112036407E+01
       31     0.187794507E+01     0.575212240E+00     0.368345588E+01     0.244694889E+01
       32     0.132100016E+01     0.362525791E+01     0.334554732E+01     0.105611175E+01
       33     0.248023272E+01     0.266246974E+01     0.222717345E+01     0.421833694E+00
       34     0.470755368E+01     0.635669529E+00     0.127338201E+01     0.181942165E+01
       35     0.278189152E+01     0.119418323E+01     0.314783752E+01     0.580871403E+00
       36     0.195407867E-01     0.155938119E+01     0.385845661E+01     0.168266714E+01
       37     0.413182139E+01     0.302952886E+01     0.216582984E+01     0.180016428E+01
       38     0.225855798E+01     0.488591224E+01     0.531061888E+00     0.357437819E+01
       39     0.357904106E+01     0.198044777E+00     0.433512390E+01     0.167174459E+01
       40     0.155231833E+01     0.162566066E+01     0.266582370E+00     0.208422899E+01
       41     0.349734157E+01     0.442799568E+01     0.377303362E-01     0.461253583E+01
       42     0.147031158E+01     0.798299313E+00     0.659273863E+00     0.446315378E+01
       43     0.390078753E+01     0.300708443E+01     0.222860605E+01     0.305909127E+01
       44     0.228699476E+01     0.184369087E-01     0.377986699E+01     0.461275637E+01
       45     0.195813566E+01     0.377973318E+00     0.334952027E+01     0.236299336E+01
       46     0.158345699E-01     0.283213139E+01     0.399294049E+01     0.142187297E+01
       47     0.501954854E+00     0.326468110E+01     0.301728904E+01     0.420113355E+01
       48     0.347585440E+01     0.474697858E+01     0.432643980E+01     0.437822640E+01
       49     0.371799886E+01     0.475581467E+01     0.191822678E+01     0.182357848E+01
       50     0.235933989E+01     0.471433401E+00     0.155950308E+01     0.156047672E+01
