        1     0.669332331E+03     0.000000000E+00     0.000000000E+00
        2     0.355794426E+02     0.397838868E+05     0.000000000E+00
        3     0.249203605E+05     0.000000000E+00     0.000000000E+00
        4     0.230186752E+05     0.726066439E+02     0.106257297E+05
        5     0.921257564E+05     0.190126332E-01     0.121866614E+05
        6     0.687714766E+04     0.146426126E+02     0.000000000E+00
        7     0.000000000E+00     0.292131886E-04     0.385257005E+05
        8     0.562834445E+05     0.000000000E+00     0.000000000E+00
        9     0.000000000E+00     0.777480428E+04     0.000000000E+00
       10     0.000000000E+00     0.000000000E+00     0.000000000E+00
       11     0.196848618E+03     0.110539852E+04     0.000000000E+00
       12     0.000000000E+00     0.817342047E+00     0.145024989E+04
       13     0.000000000E+00     0.000000000E+00     0.185336725E+02
       14     0.000000000E+00     0.226289635E+02     0.618628315E+05
       15     0.262295616E+04     0.475971440E+05     0.112285061E+03
       16     0.000000000E+00     0.447748047E+05     0.000000000E+00
       17     0.302912510E+04     0.000000000E+00     0.000000000E+00
       18     0.239056869E+05     0.723941851E+05     0.584834784E+04
       19     0.628162025E+03     0.592477015E+01     0.000000000E+00
       20     0.000000000E+00     0.444356739E+04     0.000000000E+00
       21     0.453221359E+02     0.887308792E+04     0.863361255E+05
       22     0.434008561E+05     0.000000000E+00     0.710480304E+05
       23     0.125208403E+05     0.000000000E+00     0.683578221E+01
       24     0.000000000E+00     0.000000000E+00     0.122115113E+04
       25     0.000000000E+00     0.000000000E+00     0.000000000E+00
       26     0.000000000E+00     0.000000000E+00     0.169998175E+05
       27     0.563135147E+04     0.000000000E+00     0.392302330E+02
       28     0.000000000E+00     0.000000000E+00     0.000000000E+00
       29     0.541165238E+05     0.000000000E+00     0.000000000E+00
       30     0.357170996E+02     0.000000000E+00     0.625043441E+03
       31     0.201356894E+04     0.900058684E+02     0.000000000E+00
       32     0.219065713E+04     0.000000000E+00     0.000000000E+00
       33     0.000000000E+00     0.000000000E+00     0.833006030E+05
       34     0.217083288E+00     0.310979510E+04     0.485589062E+05
       35     0.681222887E+04     0.000000000E+00     0.000000000E+00
       36     0.000000000E+00     0.000000000E+00     0.000000000E+00
       37     0.000000000E+00     0.537573150E+05     0.000000000E+00
       38     0.460586372E+05     0.000000000E+00     0.000000000E+00
       39     0.000000000E+00     0.751421109E+05     0.000000000E+00
       40     0.000000000E+00     0.000000000E+00     0.000000000E+00
       41     0.448819822E+05     0.402696116E+05     0.000000000E+00
       42     0.330756224E+03     0.556253076E+03     0.000000000E+00
       43     0.000000000E+00     0.728334362E+04     0.170895151E+04
       44     0.000000000E+00     0.000000000E+00     0.000000000E+00
       45     0.000000000E+00     0.000000000E+00     0.000000000E+00
       46     0.000000000E+00     0.240187621E+04     0.000000000E+00
       47     0.148830209E+01     0.229766464E+02     0.000000000E+00
       48     0.191967848E+04     0.000000000E+00     0.000000000E+00
       49     0.000000000E+00     0.000000000E+00     0.000000000E+00
       50     0.000000000E+00     0.000000000E+00     0.000000000E+00
