     12.00   0.154D-01
     12.50   0.152D-01
     13.00   0.149D-01
     13.50   0.146D-01
     14.00   0.143D-01
     14.50   0.140D-01
     15.00   0.139D-01
     15.50   0.136D-01
     16.00   0.134D-01
     16.50   0.131D-01
     17.00   0.132D-01
     17.50   0.129D-01
     18.00   0.131D-01
     18.50   0.131D-01
     19.00   0.132D-01
     19.50   0.135D-01
     20.00   0.139D-01
     20.50   0.144D-01
     21.00   0.148D-01
     21.50   0.151D-01
     22.00   0.156D-01
     22.50   0.160D-01
     23.00   0.167D-01
     23.50   0.173D-01
     24.00   0.174D-01
     24.50   0.179D-01
     25.00   0.181D-01
     25.50   0.185D-01
     26.00   0.186D-01
     26.50   0.188D-01
     27.00   0.191D-01
     27.50   0.192D-01
     28.00   0.195D-01
     28.50   0.195D-01
     29.00   0.193D-01
     29.50   0.194D-01
     30.00   0.181D-01
     30.50   0.176D-01
     31.00   0.178D-01
     31.50   0.172D-01
     32.00   0.173D-01
     32.50   0.168D-01
     33.00   0.170D-01
     33.50   0.174D-01
     34.00   0.172D-01
     34.50   0.179D-01
     35.00   0.165D-01
     35.50   0.175D-01
     36.00   0.187D-01
     36.50   0.197D-01
     37.00   0.210D-01
     37.50   0.225D-01
     38.00   0.235D-01
     38.50   0.244D-01
     39.00   0.256D-01
     39.50   0.271D-01
     40.00   0.267D-01
     40.50   0.280D-01
     41.00   0.290D-01
     41.50   0.292D-01
     42.00   0.297D-01
     42.50   0.301D-01
     43.00   0.305D-01
     43.50   0.307D-01
     44.00   0.310D-01
     44.50   0.317D-01
     45.00   0.315D-01
     45.50   0.323D-01
     46.00   0.328D-01
     46.50   0.333D-01
     47.00   0.333D-01
     47.50   0.335D-01
     48.00   0.337D-01
     48.50   0.339D-01
     49.00   0.340D-01
     49.50   0.376D-01
     50.00   0.316D-01
     50.50   0.320D-01
     51.00   0.328D-01
     51.50   0.340D-01
     52.00   0.344D-01
     52.50   0.347D-01
     53.00   0.348D-01
     53.50   0.347D-01
     54.00   0.349D-01
     54.50   0.355D-01
     55.00   0.355D-01
     55.50   0.356D-01
     56.00   0.360D-01
     56.50   0.389D-01
     57.00   0.387D-01
     57.50   0.366D-01
     58.00   0.367D-01
     58.50   0.367D-01
     59.00   0.370D-01
     59.50   0.412D-01
     60.00   0.365D-01
     60.50   0.334D-01
     61.00   0.330D-01
     61.50   0.278D-01
     62.00   0.264D-01
     62.50   0.254D-01
     63.00   0.248D-01
     63.50   0.258D-01
     64.00   0.258D-01
     64.50   0.238D-01
     65.00   0.213D-01
     65.50   0.222D-01
     66.00   0.223D-01
     66.50   0.215D-01
     67.00   0.218D-01
     67.50   0.214D-01
     68.00   0.218D-01
     68.50   0.223D-01
     69.00   0.228D-01
     69.50   0.250D-01
     70.00   0.246D-01
     70.50   0.251D-01
     71.00   0.251D-01
     71.50   0.267D-01
     72.00   0.274D-01
     72.50   0.277D-01
     73.00   0.285D-01
     73.50   0.298D-01
     74.00   0.301D-01
     74.50   0.305D-01
     75.00   0.366D-01
     75.50   0.377D-01
     76.00   0.380D-01
     76.50   0.386D-01
     77.00   0.393D-01
     77.50   0.406D-01
     78.00   0.424D-01
     78.50   0.395D-01
     79.00   0.419D-01
     79.50   0.440D-01
     80.00   0.410D-01
     80.50   0.438D-01
     81.00   0.462D-01
     81.50   0.459D-01
     82.00   0.475D-01
     82.50   0.521D-01
     83.00   0.545D-01
     83.50   0.541D-01
     84.00   0.585D-01
     84.50   0.602D-01
     85.00   0.630D-01
     85.50   0.758D-01
     86.00   0.816D-01
     86.50   0.926D-01
     87.00   0.984D-01
     87.50   0.108D+00
     88.00   0.118D+00
     88.50   0.125D+00
     89.00   0.129D+00
     89.50   0.150D+00
     90.00   0.152D+00
     90.50   0.160D+00
     91.00   0.170D+00
     91.50   0.167D+00
     92.00   0.175D+00
     92.50   0.185D+00
     93.00   0.191D+00
     93.50   0.194D+00
     94.00   0.214D+00
     94.50   0.203D+00
     95.00   0.211D+00
     95.50   0.219D+00
     96.00   0.220D+00
     96.50   0.224D+00
     97.00   0.236D+00
     97.50   0.231D+00
     98.00   0.233D+00
     98.50   0.237D+00
     99.00   0.239D+00
     99.50   0.226D+00
    100.00   0.216D+00
    100.50   0.216D+00
    101.00   0.211D+00
    101.50   0.222D+00
    102.00   0.216D+00
    102.50   0.218D+00
    103.00   0.220D+00
    103.50   0.215D+00
    104.00   0.227D+00
    104.50   0.204D+00
    105.00   0.199D+00
    105.50   0.209D+00
    106.00   0.223D+00
    106.50   0.219D+00
    107.00   0.218D+00
    107.50   0.218D+00
    108.00   0.227D+00
    108.50   0.234D+00
    109.00   0.230D+00
    109.50   0.236D+00
    110.00   0.244D+00
    110.50   0.277D+00
    111.00   0.300D+00
    111.50   0.326D+00
    112.00   0.343D+00
    112.50   0.382D+00
    113.00   0.444D+00
    113.50   0.530D+00
    114.00   0.640D+00
    114.50   0.845D+00
    115.00   0.110D+01
