 0.    2.3D-3
 .27   2.3D-3
 .28   3.8D-3
 1.    4.2D-3
 1.1   6.7D-3
 3.5   1.D-2
 3.6   9.3D-3
 9.8   2.1D-2
 9.9   1.1D-2
 40.   9.9D-2
 40.1  7.7D-2
 50.0   .5806
 51.0   .6242
 52.0   .6532
 53.0   .6402
 54.0   .6071
 55.0   .6057
 56.0   .6537
 57.0   .6562
 58.0   .6295
 59.0   .6144
 60.0   .5994
 61.0   .5778
 62.0   .5559
 63.0   .5382
 64.0   .5260
 65.0   .5233
 66.0   .5246
 67.0   .5301
 68.0   .5409
 69.0   .5520
 70.0   .5667
 71.0   .5881
 72.0   .6102
 73.0   .6312
 74.0   .6551
 75.0   .6831
 76.0   .7095
 77.0   .7516
 78.0   .7965
 79.0   .8340
 80.0   .9059
 81.0   .9769
 82.0  1.1223
