110.	0.1287262834	0.0120183834	0.1358512271	0.0123675147
110.5	0.1382472283	0.013010867	0.1459027671	0.0133865456
111.	0.1483429112	0.0140823245	0.1565473119	0.0144946559
111.5	0.1590200671	0.0152392984	0.1678385482	0.0156893074
112.	0.1703676293	0.0164824628	0.1797994743	0.016974592
112.5	0.1823948333	0.0178243236	0.1924899455	0.0183587145
113.	0.1951307095	0.0192645864	0.2059315771	0.0198464496
113.5	0.2085988946	0.0208108524	0.2201621256	0.0214440829
114.	0.2228608299	0.0224708121	0.235218556	0.0231561002
114.5	0.2379382128	0.0242525756	0.2511326465	0.0249976436
115.	0.2538309397	0.0261614314	0.2679723329	0.0269683943
115.5	0.2705865402	0.0282022854	0.2857146405	0.0290800521
116.	0.2883148239	0.0303847571	0.3044456616	0.0313301933
116.5	0.3070034537	0.0327128996	0.3241718531	0.0337443743
117.	0.3267113268	0.0351968661	0.345029203	0.0363160681
117.5	0.3474774827	0.0378451698	0.3669479407	0.0390653296
118.	0.3693691267	0.0406672999	0.3900745993	0.0419888526
118.5	0.392416944	0.0436712188	0.4144489962	0.0451073831
119.	0.4166832837	0.0468618224	0.4401073921	0.0484244042
119.5	0.4421895057	0.0502521356	0.4670709489	0.0519300531
120.	0.4690851479	0.0538505339	0.4954690379	0.0556859329
120.5	0.4973077243	0.0576624747	0.52537923	0.0596394131
121.	0.5269674291	0.0617080173	0.5568312874	0.0638450819
121.5	0.5581700175	0.0659929485	0.5898694579	0.0682915141
122.	0.5909681082	0.0705363754	0.6245929778	0.0730106861
122.5	0.6254234836	0.0753345287	0.6610692293	0.0780080537
123.	0.6616063828	0.0804072892	0.6993780627	0.0832829231
123.5	0.6996211761	0.0857732028	0.7396373908	0.0888374708
124.	0.7395383811	0.0914362275	0.7820525072	0.0947343376
124.5	0.7814195627	0.0974044879	0.8264384542	0.1009250467
125.	0.8253662123	0.1037047829	0.8730303142	0.1074701004
125.5	0.8714341928	0.1103594158	0.9218964661	0.114409508
126.	0.919799876	0.1173657029	0.9732761298	0.1217104409
126.5	0.9705003899	0.1247273892	1.0270624041	0.1293883269
127.	1.0237320055	0.1324718123	1.083571762	0.1374609962
127.5	1.079570428	0.1406134543	1.1428835283	0.1459491254
128.	1.1380658703	0.1491985287	1.2050805129	0.15488514
128.5	1.1994393492	0.1582248955	1.270380844	0.1642715927
129.	1.2637970386	0.1677070864	1.3387271386	0.174168078
129.5	1.3312490288	0.1776493974	1.4103786896	0.1845545293
130.	1.4019876548	0.1880879435	1.4854659687	0.1954651068
130.5	1.4762186192	0.1990542893	1.564362238	0.2068882637
131.	1.5540578891	0.2105478208	1.6472026979	0.2188965552
131.5	1.635642961	0.2225977786	1.734152452	0.231481893
132.	1.7211389818	0.2352123445	1.8252228278	0.2446880764
132.5	1.81080843	0.2484398559	1.9207429709	0.2584179483
133.	1.9049159472	0.2622914526	2.0208818792	0.2730263538
133.5	2.0036753572	0.276788855	2.1261968567	0.288173069
134.	2.1074287829	0.2919667171	2.2366748721	0.3040622438
134.5	2.2163974843	0.3078547743	2.3527194042	0.3206794024
135.	2.330585279	0.3244857658	2.4744480196	0.3380732971
135.5	2.4506402471	0.3418669717	2.602424781	0.3562719626
136.	2.5764151136	0.3600493952	2.7370071582	0.3753050543
136.5	2.7085094041	0.3790553271	2.8781298541	0.3951406021
137.	2.8478228212	0.3989169934	3.0268752425	0.4159943619
137.5	2.9938686052	0.4196714133	3.1827180122	0.4377527933
138.	3.1477566148	0.4413402785	3.3470920262	0.4605015806
138.5	3.3095971035	0.4639778354	3.5199000362	0.48420587
139.	3.4801394502	0.4876185164	3.7019161889	0.508986462
139.5	3.6594295777	0.5123058167	3.8939945084	0.5348577176
140.	3.8485043996	0.5380719939	4.0961550659	0.561887083
141.	4.2574120607	0.5930523551	4.5337471947	0.6195353905
142.	4.7130008489	0.6528912123	5.0209682541	0.6823494195
143.	5.2222793583	0.7180102266	5.5666357046	0.7506582261
144.	5.7927413088	0.7888812554	6.1772437131	0.8250707229
145.	6.4338593143	0.8659350301	6.8656151652	0.9059775194
146.	7.1583177982	0.9496781634	7.6428134981	0.9939464538
147.	7.9802876805	1.0407110388	8.526909688	1.0895278109
148.	8.9209266627	1.1396884856	9.5415501381	1.1935074952
149.	10.0028634344	1.2473163097	10.7080305313	1.3064159411
150.	11.2547068603	1.3643345609	12.0581838031	1.4291947759
151.	12.7220715744	1.4916646444	13.6457386002	1.5627528175
152.	14.4633359025	1.6303076772	15.5320593287	1.7079538249
153.	16.5566609796	1.7811592046	17.8023394293	1.866150503
154.	19.1197488416	1.9455195122	20.5837462789	2.0375059732
155.	22.3335066017	2.1247275612	24.0766706029	2.2245106467
156.	26.4827735411	2.320421377	28.5999138412	2.4278335533
157.	32.0346038464	2.5342568286	34.6613649505	2.6491344945
158.	39.8476862454	2.7683214743	43.2032024473	2.8901107723
159.	51.4466938432	3.0247739584	55.8928837681	3.1533608216
160.	69.351781119	3.3061907069	75.4123020734	3.4432260106
162.	127.7232611226	3.9570053699	138.3247411316	4.1353473866
164.	191.4719341238	4.7512900691	206.0025041592	4.9797419868
166.	247.6202940023	5.7328306031	265.0793078129	6.0149625909
168.	297.9783132909	6.9660148009	317.8582457697	7.3166784749
170.	344.6684137867	8.5456932822	366.6544003329	8.9831727769
172.	389.0636678033	10.6292626302	412.9677137893	11.1836520229
174.	432.0107041153	13.4885589407	457.7495080609	14.2014031781
176.	474.1419998188	17.6479945166	501.5378718576	18.5943503607
178.	515.8583804144	24.231865624	544.8349093852	25.5291720543
180.	557.5339091638	36.1086297686	588.0343798773	37.989938613
182.	599.3562662828	60.1866432596	632.3177150014	63.059309036
184.	641.5604143826	99.080592492	678.911418641	103.5327893585
186.	684.3015105104	139.2267435618	725.1296669044	145.5798242775
188.	727.7286936924	175.324555171	770.961755574	183.4590997174
190.	771.9127654862	208.1263581236	817.1929029511	217.8541355803
192.	817.0318030392	238.6658092655	864.0435004108	249.8245705728
194.	863.0277463982	267.6947015927	911.7212303349	280.1671153428
196.	910.1194539939	295.7209324657	960.3123476262	309.4191386282
198.	958.3709576714	323.1092131588	1010.1208191016	337.9667439723
200.	1007.8029240346	350.1079723904	1061.1789935362	366.0837391192
202.	1058.4102872514	376.9167069894	1113.2994633813	393.9389720383
204.	1110.2811415466	403.6861324854	1166.6847794539	421.7209213445
206.	1163.4646112868	430.5485748883	1221.3239753368	449.5702017707
208.	1218.0794055683	457.6200328457	1277.3781445598	477.6161948583
210.	1274.1115594428	484.9570499089	1334.862349376	505.8906945393
212.	1331.5600353967	512.6276860341	1393.8128291085	534.527782594
214.	1390.5100298929	540.7329750067	1454.2640348819	563.5148215625
216.	1450.9239367298	569.2987120527	1516.3687020572	593.0314113857
218.	1512.9007080491	598.3777280795	1579.8688744331	623.0321738723
220.	1576.4747393086	628.0077819928	1645.1495676413	653.5986321472
222.	1641.6606051338	658.2476916308	1711.9861360877	684.7443582484
224.	1708.4640186504	689.0692150719	1780.4002209196	716.5171747316
226.	1776.8984623882	720.5696413272	1850.6403985073	748.9399727944
228.	1846.997457445	752.7781915909	1922.4382022309	782.1154313049
230.	1918.8107436708	785.6939081879	1996.0574668542	815.9970631094
232.	1992.3615031841	819.3161506839	2071.3168656759	850.6248295426
234.	2067.6621970706	853.7128673634	2148.3505604615	885.9866833203
236.	2144.7730797866	888.8648754102	2227.3568834961	922.1746336647
238.	2223.6008270236	924.8223974422	2308.1671004138	959.1373135016
240.	2304.3257786758	961.617155346	2390.7849844137	996.9411615015
242.	2386.8131358399	999.2474992236	2475.4865926802	1035.6318615054
244.	2471.2013104898	1037.7234739137	2562.0014044151	1075.1562997144
246.	2557.4454514168	1077.059332014	2650.44838676	1115.5753714789
248.	2645.5790212542	1117.2820489513	2740.7855882683	1156.8899152843
250.	2735.6245613544	1158.3899717834	2832.985429844	1199.1364374568
252.	2827.5670042528	1200.4212803723	2927.2528402843	1242.2684973515
254.	2921.5058681343	1243.3824654127	3023.5899070065	1286.3734878758
256.	3017.3812979791	1287.2733683692	3121.8665774023	1331.4173753466
258.	3115.3218387319	1332.1057772055	3222.2796913963	1377.4724356172
260.	3215.2052005703	1377.921421236	3324.7438129541	1424.4175513883
262.	3317.036873745	1424.6616169304	3429.254323457	1472.4878138366
264.	3420.9263301675	1472.4175527193	3535.7681028241	1521.4622248403
266.	3526.8770362965	1521.1654096374	3644.6336360598	1571.4558055747
268.	3634.955308313	1570.9161221622	3755.3944233081	1622.5376798086
270.	3745.0555287206	1621.6860024171	3868.4304366623	1674.6247982878
272.	3857.3263710764	1673.4992372413	3983.4348039575	1727.7776386615
274.	3971.6881098818	1726.3339006694	4100.7323075739	1782.0369213874
276.	4088.1374328742	1780.2062590695	4220.1529779393	1837.3494545499
278.	4206.7948102963	1835.1479625117	4341.9301607426	1893.759705339
280.	4327.5559764853	1891.1643527086	4466.0092935854	1951.1564509922
282.	4450.4675011979	1948.2981704155	4592.1464027072	2009.6468234233
284.	4575.5524458952	2006.4552768843	4720.6381321728	2069.323631918
286.	4702.9493916405	2065.7073310731	4851.2697965906	2130.1615424751
288.	4832.629057564	2126.066343445	4984.1741202023	2192.0121266674
290.	4964.4626190674	2187.561784567	5119.7378624984	2254.9143001075
295.	5304.2254926688	2346.1970676153	5468.5238056952	2417.5026506443
300.	5658.3352429035	2512.0604879523	5831.9267629912	2587.0112304252
305.	6027.1353241139	2685.0515999278	6209.9133100487	2763.8309500187
310.	6411.108480877	2865.4808725128	6603.3570294527	2947.8847724178
315.	6809.8466105889	3053.5115901269	7011.4983413767	3139.2415124883
320.	7224.2573264975	3249.1678035659	7435.2669732824	3337.7169107266
325.	7654.240400721	3452.6649378009	7873.1880909765	3543.2508135462
330.	8100.0410948478	3663.9890779095	8324.6947542641	3755.4130519058
335.	8562.0044154494	3883.4791012703	8788.5360485191	3973.2446841896
340.	9040.9209058857	4111.1839846735	9259.5744353006	4194.3188820674
345.	9535.7280962129	4347.13759444	9722.6538177589	4411.0614045583
350.	10047.4479593635	4591.5263944165	10259.5363440003	4661.0512577196
360.	11122.7798219257	5106.1957392038	11445.2098959046	5215.648146069
370.	12268.5058746102	5656.0802634573	12712.239029007	5812.253168551
380.	13485.8173999452	6242.0267582193	14056.275606105	6449.8880022193
390.	14777.439579108	6865.0852429892	15479.5359565406	7129.5308233839
400.	16144.3591159609	7526.2889098804	16984.7406007168	7853.1783280371
420.	19115.2587191312	8966.5952118294	20250.0456836325	9433.2204753914
440.	22412.6785438796	10570.4721800632	23875.6745269354	11200.310274843
460.	26052.4738701354	12345.4671397753	27880.3632364867	13164.8870313394
480.	30050.0179038458	14299.7936213508	32285.8032604567	15335.9414033926
500.	34420.9288497206	16440.6242317824	37115.094134457	17727.8131125242
520.	39178.3273490334	18775.4794578423	42391.0463728135	20350.7956333791
540.	44340.7886384849	21312.4567323975	48146.9606627947	23216.4347226607
560.	49922.671458855	24059.2914308088	54404.2377172245	26336.8103116195
580.	55938.8812334458	27023.7462890545	61192.4827566787	29732.7998362182
600.	62405.393035159	30211.7492368273	68535.7894595365	33409.5789800094
