110.	0.1287262834	0.0120183834
110.5	0.1382472283	0.013010867
111.	0.1483429112	0.0140823245
111.5	0.1590200671	0.0152392984
112.	0.1703676293	0.0164824628
112.5	0.1823948333	0.0178243236
113.	0.1951307095	0.0192645864
113.5	0.2085988946	0.0208108524
114.	0.2228608299	0.0224708121
114.5	0.2379382128	0.0242525756
115.	0.2538309397	0.0261614314
115.5	0.2705865402	0.0282022854
116.	0.2883148239	0.0303847571
116.5	0.3070034537	0.0327128996
117.	0.3267113268	0.0351968661
117.5	0.3474774827	0.0378451698
118.	0.3693691267	0.0406672999
118.5	0.392416944	0.0436712188
119.	0.4166832837	0.0468618224
119.5	0.4421895057	0.0502521356
120.	0.4690851479	0.0538505339
120.5	0.4973077243	0.0576624747
121.	0.5269674291	0.0617080173
121.5	0.5581700175	0.0659929485
122.	0.5909681082	0.0705363754
122.5	0.6254234836	0.0753345287
123.	0.6616063828	0.0804072892
123.5	0.6996211761	0.0857732028
124.	0.7395383811	0.0914362275
124.5	0.7814195627	0.0974044879
125.	0.8253662123	0.1037047829
125.5	0.8714341928	0.1103594158
126.	0.919799876	0.1173657029
126.5	0.9705003899	0.1247273892
127.	1.0237320055	0.1324718123
127.5	1.079570428	0.1406134543
128.	1.1380658703	0.1491985287
128.5	1.1994393492	0.1582248955
129.	1.2637970386	0.1677070864
129.5	1.3312490288	0.1776493974
130.	1.4019876548	0.1880879435
130.5	1.4762186192	0.1990542893
131.	1.5540578891	0.2105478208
131.5	1.635642961	0.2225977786
132.	1.7211389818	0.2352123445
132.5	1.81080843	0.2484398559
133.	1.9049159472	0.2622914526
133.5	2.0036753572	0.276788855
134.	2.1074287829	0.2919667171
134.5	2.2163974843	0.3078547743
135.	2.330585279	0.3244857658
135.5	2.4506402471	0.3418669717
136.	2.5764151136	0.3600493952
136.5	2.7085094041	0.3790553271
137.	2.8478228212	0.3989169934
137.5	2.9938686052	0.4196714133
138.	3.1477566148	0.4413402785
138.5	3.3095971035	0.4639778354
139.	3.4801394502	0.4876185164
139.5	3.6594295777	0.5123058167
140.	3.8485043996	0.5380719939
141.	4.2574120607	0.5930523551
142.	4.7130008489	0.6528912123
143.	5.2222793583	0.7180102266
144.	5.7927413088	0.7888812554
145.	6.4338593143	0.8659350301
146.	7.1583177982	0.9496781634
147.	7.9802876805	1.0407110388
148.	8.9209266627	1.1396884856
149.	10.0028634344	1.2473163097
