#ATLAS-CONF-2011-135, 22 Aug, 2011
#2011135_Atlas_SMcombined_1-2.3fb-1
#numbers taken from Tab.4 
#columns: Mh, obs, exp (as ratio to SM values)

110	3.11	3.62
111	3.76	3.45
112	4.1	3.33
113	3.88	3.16
114	3.67	3
115	3.4	2.78
116	3.31	2.63
117	3.23	2.5
118	3.12	2.36
119	2.9	2.23
120	2.17	2.11
121	1.64	1.97
122	1.38	1.82
123	1.37	1.7
124	1.58	1.57
125	1.79	1.46
126	2.01	1.37
127	2.07	1.28
128	2.09	1.21
129	1.93	1.14
130	1.77	1.08
131	1.68	0.99
132	1.47	0.94
133	1.31	0.88
134	1.15	0.82
135	1.21	0.78
136	1.07	0.74
137	1.05	0.7
138	1.12	0.68
139	1.06	0.65
140	1.09	0.63
141	1.02	0.61
142	1.02	0.59
143	1.06	0.58
144	1.11	0.57
145	1.04	0.55
146	0.96	0.53
147	0.98	0.52
148	0.94	0.51
149	0.89	0.49
150	0.88	0.48
152	0.89	0.46
154	0.68	0.41
156	0.64	0.38
158	0.69	0.36
160	0.63	0.33
162	0.58	0.32
164	0.58	0.31
166	0.53	0.32
168	0.58	0.34
170	0.78	0.41
172	0.68	0.42
174	0.67	0.44
176	0.68	0.47
178	0.66	0.49
180	0.7	0.52
182	0.67	0.53
184	0.66	0.55
186	0.65	0.57
188	0.69	0.6
190	0.68	0.6
192	0.71	0.63
194	0.8	0.66
196	0.71	0.68
198	0.68	0.7
200	0.66	0.69
202	0.66	0.72
204	0.63	0.74
206	0.63	0.77
208	0.67	0.8
210	0.58	0.82
212	0.58	0.86
214	0.53	0.88
216	0.49	0.9
218	0.47	0.89
220	0.68	0.97
222	0.72	0.97
224	0.76	0.98
226	0.79	0.98
228	0.84	0.97
230	0.94	0.97
232	1.03	0.96
234	1.18	0.96
236	1.2	0.95
238	1.3	0.94
240	1.24	0.92
242	1.33	0.94
244	1.37	0.95
246	1.37	0.95
248	1.34	0.95
250	1.23	0.95
252	1.17	0.94
254	1.1	0.94
256	0.94	0.93
258	0.92	0.92
260	0.82	0.91
262	0.85	0.94
264	0.82	0.94
266	0.87	0.95
268	0.89	0.94
270	0.82	0.94
272	0.82	0.93
274	0.79	0.92
276	0.78	0.91
278	0.78	0.9
280	0.87	0.87
282	1	0.89
284	1.05	0.89
286	1.04	0.9
288	1.07	0.89
290	1.09	0.9
295	1.03	0.89
300	0.66	0.91
305	0.59	0.95
310	0.55	0.93
315	0.54	0.9
320	0.54	0.87
325	0.57	0.87
330	0.54	0.85
335	0.51	0.82
340	0.48	0.77
345	0.43	0.77
350	0.42	0.75
360	0.4	0.69
370	0.42	0.71
380	0.4	0.69
390	0.45	0.74
400	0.46	0.75
420	0.64	0.88
440	0.86	0.96
460	0.9	1.07
480	1.22	1.19
500	1.6	1.35
520	1.82	1.53
540	2.19	1.71
560	2.84	1.91
580	3.81	2.23
600	4.16	2.54
