#ATLAS-CONF 2011-112, Jul 24, 2011
#2011112_Atlas_SMcombined_1.04-1.21fb-1
#numbers from tables 3-6
#columns: Mh, obs, exp (normalised to SM)

110	4.2	4
111	5.1	3.8
112	5.8	3.6
113	5.6	3.5
114	5.3	3.4
115	5	3.1
116	4.8	3
117	4.6	2.8
118	4.2	2.7
119	4	2.5
120	3.2	2.4
121	2.4	2.3
122	2	2.1
123	1.9	2
124	2.2	1.9
125	2.5	1.8
126	3.2	1.7
127	3.5	1.6
128	3.5	1.5
129	3.3	1.5
130	3.1	1.4
131	2.8	1.3
132	2.5	1.2
133	2.2	1.2
134	2	1.1
135	2	1.1
136	1.8	1
137	1.9	1
138	2	1
139	1.9	0.9
140	1.8	0.9
141	1.6	0.9
142	1.6	0.8
143	1.7	0.8
144	1.7	0.8
145	1.6	0.7
146	1.6	0.7
147	1.6	0.7
148	1.5	0.7
149	1.4	0.7
150	1.4	0.7
152	1.4	0.6
154	1.1	0.6
156	0.9	0.5
158	0.9	0.5
160	0.7	0.4
162	0.7	0.4
164	0.7	0.4
166	0.7	0.4
168	0.8	0.5
170	0.9	0.5
172	0.8	0.5
174	0.7	0.6
176	0.7	0.6
178	0.8	0.6
180	0.8	0.7
182	0.9	0.7
184	0.8	0.8
186	0.8	0.8
188	1	0.8
190	1	0.9
192	1.1	0.9
194	1.1	1
196	1	1
198	1	1.1
200	1.1	1.1
202	1.1	1.1
204	1.2	1.2
206	1.3	1.2
208	1.5	1.3
210	1.4	1.3
212	1.5	1.3
214	1.5	1.4
216	1.5	1.4
218	1.4	1.4
220	1.4	1.4
222	1.4	1.5
224	1.4	1.5
226	1.3	1.5
228	1.3	1.5
230	1.2	1.5
232	1.3	1.5
234	1.5	1.5
236	1.6	1.5
238	1.9	1.5
240	2.1	1.4
242	2.3	1.5
244	2.4	1.5
246	2.4	1.5
248	2.6	1.5
250	2.8	1.5
252	2.7	1.5
254	2	1.4
256	1.8	1.4
258	1.6	1.4
260	1.5	1.3
262	1.3	1.4
264	1.2	1.4
266	1.2	1.3
268	1.2	1.3
270	1.2	1.3
272	1.2	1.3
274	1.1	1.2
276	1.2	1.2
278	1	1.2
280	1.2	1.1
282	1.3	1.2
284	1.3	1.2
286	1.3	1.2
288	1.2	1.2
290	1.2	1.2
300	0.9	1.3
305	0.9	1.3
310	0.7	1.1
315	0.7	1.2
320	0.6	1
325	0.6	1
330	0.6	1
335	0.5	0.9
340	0.5	0.9
345	0.5	0.9
350	0.4	0.8
360	0.3	0.7
370	0.4	0.8
380	0.4	0.7
390	0.4	0.7
400	0.4	0.8
420	0.6	0.9
440	0.9	1
460	1.1	1.1
480	1.5	1.2
500	1.7	1.3
520	2.2	1.5
540	2.9	1.7
560	3.9	1.9
580	5.1	2.2
600	5.3	2.5
